"wkt","typ","delka"
"MULTILINESTRING ((16.5622074396174 49.178197225583,16.5621325116176 49.1781773844545,16.5621125022213 49.1781720857106,16.5620404997407 49.1781498298333,16.5619787417935 49.1781284489083,16.5619285159963 49.1781100790457,16.5618875902378 49.1780923721113,16.5618232676747 49.1780645758567,16.5617205912616 49.178013050618,16.5616108861759 49.1779508298223,16.5615221728733 49.1778962292485,16.5614777579696 49.1778655371992,16.5614384280281 49.1778343844819,16.5613881238367 49.1777901202369,16.561302534155 49.1777129472091,16.5612271343215 49.1776272468903,16.5610519892262 49.1774181269491,16.5609782290472 49.1773242186218,16.5608255228806 49.1771297987048,16.5606843377476 49.1770013527668,16.5606397993504 49.1769654240309,16.5605135047691 49.1768713988081,16.5603832755739 49.1767915305872,16.5602700531736 49.1767413060847,16.5601304665443 49.1766886570793,16.5600303897421 49.1766589977185,16.5599176876829 49.1766314230842,16.5598011194099 49.1766088905735,16.559780526788 49.1766049084273,16.5596396093384 49.1765868999894,16.5594977835359 49.1765818523081,16.559483881432 49.1765814616051,16.5592464667972 49.1765747858799,16.5586914543878 49.1765778113971,16.5585096828835 49.1765828083162,16.5585001109374 49.1765830709457,16.5584458616036 49.1765867795798,16.5583175448426 49.1765955504435,16.5581220792911 49.1766235727503,16.5579501462738 49.1766542048224,16.557626376021 49.1767195799801,16.5573524065977 49.1767841626975,16.5571733565702 49.1768272276793,16.5563615286984 49.1770224825355,16.5547922285926 49.1773989025564,16.5544662649027 49.1774632979608,16.5542510488036 49.1774938940317,16.5538739706816 49.1775212620463,16.5537004297403 49.1775235580873,16.5534205516809 49.1775272607512,16.552657294231 49.1775286240856,16.5526536683642 49.1774508525553),(16.552657294231 49.1775286240856,16.5525895513669 49.1775287447249,16.552521398875 49.1775320219929,16.5524577127825 49.1775391458127,16.5523383243442 49.1775626470405,16.5522676927586 49.1775808535899,16.5521985396723 49.1776017888813,16.552057447997 49.1776620947415,16.551905143164 49.1777392393065,16.5517601953311 49.1778285777946,16.5516474683582 49.1779365886788,16.5515954751228 49.17799294131,16.5515478590777 49.1780536769303,16.5515153389574 49.1780991172485,16.5514426676063 49.1782359482584,16.5513976797504 49.1783439997086,16.5513324188195 49.178535905401,16.5512065255646 49.1788777131017,16.5511308207099 49.1790859697506,16.5510261684027 49.1792990349278,16.55094401418 49.1794273191567,16.5508107447659 49.1795684180112,16.5507143666935 49.1796568806174,16.5505156416384 49.1797933069412,16.5503259777602 49.1798901262496,16.5501437354983 49.1799597046448,16.5499476518899 49.1800170779674,16.5497698781989 49.1800506109123,16.5495261676139 49.1800807027572,16.5493079880603 49.1800900024349,16.549033027153 49.1800839406234,16.5487125764091 49.1800460465759))","jízdní pruh pro cyklisty - V14","1259.64915693000"
"MULTILINESTRING ((16.5669434006748 49.1765061740971,16.5669443765043 49.1765061052213,16.5669716335575 49.1765039765973,16.5669907858899 49.1764974714427,16.5670005471784 49.1764910208882,16.5670082985075 49.1764817134787,16.5670112091423 49.1764741416796,16.5670118669272 49.1764676757571,16.5670108287345 49.1764531289391,16.5669078164845 49.1756194966159))","stezka pro chodce a cyklisty (dělená) - C10","102.04921653100"
"MULTILINESTRING ((16.5679065975968 49.1781184751436,16.5692987950097 49.1780409534719,16.5706745665868 49.1779691437385,16.572226225565 49.1778883120179,16.5722825571809 49.1778880711375,16.5723386950527 49.1778923400726,16.5725587637116 49.1778815032158,16.5726638566208 49.1778692657984,16.5737492017366 49.1778073185516,16.5741766234842 49.1777724331827,16.5743495362744 49.1777564192968,16.5745057689482 49.1777419496795,16.5747028481437 49.1777207898299,16.5751314038127 49.1776582131688,16.5752330797221 49.177641222062))","stezka pro chodce a cyklisty (dělená) - C10","537.33299864700"
"MULTILINESTRING ((16.5671037919338 49.177776871754,16.5670671849629 49.1774491674622,16.5670818040946 49.1773884279501,16.5669972688978 49.1766906031869,16.5669952971917 49.1766816885503,16.5669944997534 49.1766798153959))","stezka pro chodce a cyklisty (dělená) - C10","122.43935518700"
"MULTILINESTRING ((16.5675149526604 49.1802218596646,16.5674399837943 49.1796111024918,16.5673860487768 49.1791456673029,16.5672902765603 49.1783661705184))","stezka pro chodce a cyklisty (dělená) - C10","207.00691632300"
"MULTILINESTRING ((16.5747398791049 49.1775481457473,16.5751076156618 49.1774952411009,16.5752308748574 49.1774764374783))","jízdní pruh pro cyklisty - V14","36.67376738610"
"MULTILINESTRING ((16.5752738372063 49.1774698833769,16.5754229824441 49.1774471300377,16.5755466618948 49.1774276197053,16.5756521751665 49.1774069973582,16.5757576891987 49.1773832615413))","piktogramový koridor pro cyklisty - V20","36.59768657030"
"MULTILINESTRING ((16.5732721771833 49.1731215030252,16.5737114406188 49.1731900035688,16.5739399185843 49.1732215550909,16.5742552159602 49.1732570249105,16.574538953746 49.1732739656082,16.5748104438895 49.1732765561244,16.575102248919 49.1732722701327,16.5753496656129 49.1732536077961,16.5755552926161 49.1732307043334,16.575939129991 49.1731688342852,16.5764205262078 49.1730609901139,16.5767319889874 49.1729629412871,16.577118874983 49.1728209612812,16.5772240564177 49.1727691739867))","piktogramový koridor pro cyklisty - V20","301.50349546100"
"MULTILINESTRING ((16.5732273017392 49.1731145046197,16.5732721771833 49.1731215030252,16.5737114406188 49.1731900035688,16.5739399185843 49.1732215550909,16.5742552159602 49.1732570249105,16.574538953746 49.1732739656082,16.5748104438895 49.1732765561244,16.575102248919 49.1732722701327,16.5753496656129 49.1732536077961,16.5755552926161 49.1732307043334,16.575939129991 49.1731688342852,16.5764205262078 49.1730609901139,16.5767319889874 49.1729629412871,16.577118874983 49.1728209612812,16.5772240564177 49.1727691739867,16.5772313080696 49.1727656032849))","jízda cyklistů v protisměru - E12","305.52791201300"
"MULTILINESTRING ((16.5798428171413 49.1714088453358,16.5800470921534 49.1718176734802,16.5803137075331 49.1723512659212))","jízda cyklistů v protisměru - E12","110.28035270700"
"MULTILINESTRING ((16.5767346637544 49.1716349934925,16.5768500598472 49.1716404303432,16.5769120188122 49.1716386596823,16.578812008602 49.1714981480609,16.5789496250388 49.1714835162828))","jízda cyklistů v protisměru - E12","162.53536633200"
"MULTILINESTRING ((16.5767737467723 49.1716368747692,16.5768161283792 49.1716389138848,16.5768485351484 49.1716404738041,16.5768500598472 49.1716404303432))","piktogramový koridor pro cyklisty - V20","5.57899511337"
"MULTILINESTRING ((16.5788152046654 49.171497808302,16.5788453932367 49.1714945985079,16.578873649572 49.1714915940566))","piktogramový koridor pro cyklisty - V20","4.31707828174"
"MULTILINESTRING ((16.5511877693076 49.2100699800909,16.5505767356774 49.2100405935692,16.5505592658898 49.2100407855747,16.5505452443953 49.2100423271486,16.5504927969441 49.2100505259536))","jízda cyklistů v protisměru - E12","50.87483963050"
"MULTILINESTRING ((16.5860782961224 49.196444637122,16.5860047589442 49.1964636538546,16.5859652568569 49.196467993103,16.5858760984997 49.1964763119371,16.5857842066538 49.1964794615977,16.585633754672 49.1964694956804,16.5854984746428 49.1964529190735))","jízda cyklistů v protisměru - E12","42.99910815290"
"MULTILINESTRING ((16.5860183704432 49.1964601344591,16.5860047589442 49.1964636538546,16.5859652568569 49.196467993103,16.5858760984997 49.1964763119371,16.5857842066538 49.1964794615977,16.585633754672 49.1964694956804,16.5855546144058 49.1964597987347))","jízdní pruh pro cyklisty - V14","34.14200823990"
"MULTILINESTRING ((16.6126941279446 49.196346730876,16.6125229305935 49.1962851320233,16.6123946208917 49.1962572323049,16.6122117456998 49.1962262822994,16.611561599737 49.1961113163424))","jízda cyklistů v protisměru - E12","86.92495429500"
"MULTILINESTRING ((16.5944226106656 49.175618601993,16.5943129931653 49.1754849658965,16.5941550230632 49.1752945641259,16.593949681112 49.1750518638117,16.5938426948549 49.1749253226343,16.5935878417687 49.1746324324764,16.5933705000415 49.1743947588689,16.5932547286776 49.1742746474111,16.5928635160632 49.1738694083332,16.5924315512748 49.1734461684965,16.5922565883821 49.1732960728228,16.5921478356897 49.17321951449,16.5920525928714 49.1731572120686,16.5919616193883 49.1731016348981,16.5918512142865 49.1730425970281,16.591772963199 49.1730085464399,16.5914179317608 49.1728837400662))","stezka pro chodce a cyklisty (nedělená) - C9","380.12891063200"
"MULTILINESTRING ((16.5968729326665 49.1787194370277,16.5967673407109 49.1786197435231,16.5963077413594 49.1780821487263,16.596175271974 49.1779271963612,16.5960552549994 49.1778101072997))","stezka pro chodce a cyklisty (nedělená) - C9","117.46840856300"
"MULTILINESTRING ((16.5960780308033 49.1777355330749,16.5959354179473 49.1775809529214,16.5959022227797 49.1775581399589,16.5958679342119 49.17746305874))","piktogramový koridor pro cyklisty - V20","34.46025510950"
"MULTILINESTRING ((16.5958993531415 49.1774205637912,16.5959787267922 49.1773980859482,16.5960024568449 49.1774239843571,16.5961760892602 49.1776067974266))","piktogramový koridor pro cyklisty - V20","33.61139488360"
"MULTILINESTRING ((16.5990343607886 49.1777290477037,16.5992043186195 49.1777471846543,16.5997123344309 49.1777961824762,16.6000691004667 49.1778305909521,16.6005474659973 49.1778780432591,16.6013504419726 49.1779541610711))","stezka pro chodce a cyklisty (nedělená) - C9","170.69890940200"
"MULTILINESTRING ((16.5953319458741 49.1792200983367,16.5952111866958 49.1797074412883))","piktogramový koridor pro cyklisty - V20","54.90419648420"
"MULTILINESTRING ((16.5951427309336 49.179978516134,16.5950359361163 49.1804003187099))","jízdní pruh pro cyklisty - V14","47.54727173600"
"MULTILINESTRING ((16.5950286632773 49.1804290445255,16.5950141545108 49.1804863477231,16.5949711055871 49.1806726060877,16.5948508986973 49.1811530542389,16.594791397251 49.1814172002989,16.5947678702675 49.1816326114225))","piktogramový koridor pro cyklisty - V20","135.25712256200"
"MULTILINESTRING ((16.5948678480769 49.18280669103,16.5948922018153 49.1829552509477,16.5949963475774 49.1835777151715,16.5950406853714 49.1838618713289))","piktogramový koridor pro cyklisty - V20","118.01391935000"
"MULTILINESTRING ((16.5951086918217 49.1842977179147,16.5951219515204 49.1843826959263,16.5951768682813 49.1847140660065))","jízdní pruh pro cyklisty - V14","46.56513068310"
"MULTILINESTRING ((16.5951783731208 49.1847231492413,16.5951914702978 49.1848021712081,16.5951988428321 49.1848701813689))","piktogramový koridor pro cyklisty - V20","16.42114761390"
"MULTILINESTRING ((16.5949530684558 49.1866355980257,16.5950825481081 49.1862207707261,16.5951564191064 49.1859498646442,16.5951871957374 49.1858161909519,16.5952115802158 49.1856685862499,16.5952308370275 49.1854659848269,16.5952337213105 49.1852823024055,16.5952271711698 49.1851315060308,16.5951988428321 49.1848701813689,16.5951914702978 49.1848021712081,16.5951878131827 49.1847801055449))","piktogramový koridor pro cyklisty - V20","208.19143555500"
"MULTILINESTRING ((16.5951404560995 49.1844943531789,16.5951219515204 49.1843826959263,16.5951086918217 49.1842977179147,16.5950948434787 49.1842089696971))","jízdní pruh pro cyklisty - V14","31.90925864420"
"MULTILINESTRING ((16.5950928950067 49.1841964829311,16.5950406853714 49.1838618713289,16.5949963475774 49.1835777151715,16.5949915198294 49.1835488630156))","piktogramový koridor pro cyklisty - V20","72.39529447420"
"MULTILINESTRING ((16.594802837945 49.1823859160208,16.5947790110279 49.1822213409727,16.5947491279215 49.1819194626698,16.594753439677 49.181764734574,16.5947678702675 49.1816326114225,16.594791397251 49.1814172002989,16.5948508986973 49.1811530542389,16.5949711055871 49.1806726060877,16.5950141545108 49.1804863477231,16.5950286646411 49.1804290446224,16.5950359361163 49.1804003187099,16.5951427309336 49.179978516134,16.5951500657766 49.1799495477872))","piktogramový koridor pro cyklisty - V20","273.27070760300"
"MULTILINESTRING ((16.567042871412 49.1934220070187,16.5670968739729 49.193347610177,16.5671508276626 49.1932685957256,16.5672397582898 49.1931275505748,16.5673001753295 49.1930230267259,16.5673277666759 49.1929629123438,16.5674590412424 49.1926781645298,16.5675121187123 49.1925548035092,16.5675400752127 49.1924898278262,16.5675789803716 49.1923577209004,16.5676262846754 49.1922388848652,16.5676446987644 49.1921827572512,16.5676528059276 49.1921338556831,16.5676556381908 49.1920676633733,16.5676441280512 49.1920080479035,16.5676146696636 49.1919334955385,16.5675451223863 49.1918310321639,16.5673861651759 49.1916355832645,16.5673528660408 49.1915946399277,16.567220552909 49.1913421639436,16.5671741247335 49.1912834083736,16.5671351967938 49.1912418306871,16.5671083278276 49.1912199264936,16.5670833450573 49.1912041266669,16.5670567553336 49.1911921924114,16.5670074399915 49.1911766495935,16.5670655693994 49.1910965758865,16.5671619828779 49.1909460776982,16.5671804407063 49.1908980942209,16.5671791192709 49.1908532881383,16.5671718205805 49.190802330544,16.5671473582229 49.1907283689473,16.5671408134534 49.190707859776,16.5670702380825 49.1904867160854,16.566865134841 49.1900147034235,16.5667539377197 49.1897700531618,16.5666303976742 49.1894982463186,16.5665716624009 49.1893690174684,16.5664875749017 49.1892227383443,16.5663292898337 49.1889473823962,16.5662795294746 49.1888962584669,16.5662456248135 49.188835228386,16.5662455560119 49.1887632210844,16.5662733218581 49.1886956387724,16.5663185461329 49.1886334609809,16.5664270699358 49.1885257702643,16.5664693557893 49.1884721572921,16.5665687166674 49.1885179495426,16.5666019225665 49.1885330526611,16.5666151711176 49.1885390781099,16.5666508502058 49.1885511172671,16.5666973426964 49.1885578661257,16.5667341094622 49.1885566858105,16.5667716914163 49.1885505885105,16.5668017034411 49.1885418715479,16.5668342681102 49.1885269140746,16.5668745919965 49.1885042778296,16.5669740679746 49.1884238911026,16.5670060579782 49.1883980398459,16.5671192832193 49.1882956576078,16.5671310592585 49.1882850094456,16.5672515652425 49.1881774479083,16.5672676881286 49.1881576106372,16.5672792153305 49.1881405215208,16.5672936445641 49.1881092567264,16.5673068589934 49.1880686789841,16.5673708825035 49.1879205515364,16.5674759009066 49.1877057820146,16.5675121764378 49.1876514521638,16.5675555303127 49.1875929661893,16.5675762718519 49.1875693240438,16.567849904821 49.1872859957247,16.5679543227641 49.1871889656873,16.5684508480372 49.1867576870847,16.5686856521208 49.1865297276298,16.568802049566 49.1864246765084,16.5689731617304 49.1862754176538,16.5691034394931 49.1861491399123,16.5691481675095 49.1861020763635,16.5692047533903 49.1860278442056,16.5693326665091 49.1858800225021,16.5694024232304 49.1858005048594,16.5694742170418 49.1856945385045,16.569502694577 49.1856609270828,16.5695951479753 49.1855618590857,16.5696392883822 49.1855236642817,16.5697724328616 49.1854405191344,16.5700416342941 49.1852957831883,16.5701359803061 49.1852369211231,16.5702223925848 49.1851801172916,16.570302671776 49.1851236908205,16.5708646040936 49.1846879981094,16.5713581157976 49.1843153601308,16.5713584392258 49.1843151154107,16.5714289381058 49.1842610675086,16.5715036110218 49.1842051458191,16.5720105643439 49.183922111765,16.5723861495169 49.1837190031794,16.5725258118521 49.1836389426554,16.5725717218526 49.1836133556909,16.5726073429317 49.1835907449513,16.5728397147587 49.1833866671117,16.5730350874288 49.1831460349192,16.5730710533617 49.1831146745367,16.5731717098296 49.1830484806111,16.5733214167321 49.1829777274721,16.5734326639122 49.1829358957877,16.5735089470393 49.1829060481178,16.5738904223231 49.1826539667338,16.5743606339254 49.1823301376158,16.574640831636 49.1821454711893,16.5748032936921 49.1820601565297,16.5750082219079 49.1819642051694,16.575153397252 49.181914112952,16.5752478127375 49.1818847405773,16.5753037415888 49.1818728006475,16.5754081173359 49.1818532728159,16.5760820797357 49.1817729675586,16.5767826148166 49.1816779942485,16.5769235078287 49.1816570833044,16.5769976111229 49.1816403752546,16.5770562732007 49.1816185885943,16.5771054385855 49.1815933221799,16.5771512199039 49.1815626591092,16.5771844862859 49.1815275779357,16.5772131190296 49.1814813126181,16.5772301914917 49.1814306971312,16.5772420628091 49.1812464729299,16.5772593159374 49.1811955989364,16.5772902519897 49.1811612565001,16.5773393438533 49.1811289293864,16.5773796495311 49.1811121684213,16.5774422024258 49.1810935538605,16.5775032104635 49.181083420676,16.5775670711194 49.1810894121034,16.5776353187741 49.1811022264685,16.5777037083227 49.1811200267542,16.577747736429 49.1811332898207,16.5777846412192 49.1811495747148,16.57799352862 49.181282205012,16.5783049995992 49.181545331293,16.5783723154301 49.181590462244,16.5784315732891 49.1816242559439,16.5785053260535 49.1816496734951,16.5785763914498 49.1816654935439,16.5786894721529 49.1816800490651,16.5787920335947 49.1816773040892,16.5788975201377 49.1816710584839,16.5790047931519 49.18166068853,16.579335744266 49.1816135841464,16.5793800622873 49.1816117613838,16.5794194391751 49.1816131148544,16.5794782400295 49.1816229956923,16.5795446888812 49.1816400235787,16.5796173525883 49.1816653629177,16.5798279220147 49.1817545121806,16.579873515891 49.1817649902952,16.5799410302225 49.181775581954,16.5801272761667 49.1817657612764,16.5802004581359 49.181768795041,16.5803338699077 49.1817797303273,16.5803725367916 49.1817853747374,16.5804151168811 49.1817998905158,16.5806828708494 49.1819028729206,16.580737215674 49.1819196724652,16.5808017200187 49.1819351140303,16.5812134600712 49.1820176706108,16.5813259744946 49.1820415007733,16.5813954609316 49.1820601907609,16.5816127936744 49.1821418565382,16.5818625701644 49.1822334268117,16.5820220597264 49.1822794106247,16.5836883622553 49.1826576755972,16.5839189843854 49.1827412852996,16.5840034862475 49.1827770692275,16.5841894413382 49.1828611936729,16.5845703370191 49.1830291033141,16.5845930880513 49.183038888333,16.5846238093191 49.1830557796083,16.5847046926252 49.1831041862487,16.5848612072058 49.183194980863))","stezka pro chodce a cyklisty (nedělená) - C9","2409.00095776000"
"MULTILINESTRING ((16.5654355817802 49.1929527013806,16.5661643346678 49.1931648078409,16.5666460225633 49.1932997431089,16.5669439800261 49.1933832075998,16.5670312818456 49.1934076626323,16.5675082475543 49.1935494443117))","stezka pro chodce a cyklisty (dělená) - C10","164.99839614100"
"MULTILINESTRING ((16.5601226195751 49.1940782749171,16.5605061873596 49.1939933689786,16.5606393586332 49.1939596850413))","piktogramový koridor pro cyklisty - V20","39.90923170260"
"MULTILINESTRING ((16.566902675901 49.1935626927478,16.5666651695599 49.193891073901,16.5665979399112 49.1940110234382,16.5665448193291 49.1941316159983,16.5665279817526 49.1941763010977,16.5664920728184 49.1942715925988,16.5664604897078 49.1943979704655,16.5664411371209 49.194475559516,16.5664329086489 49.1945784541936,16.5664158949775 49.1948100740787,16.5664165611039 49.1948510542961,16.5664185574371 49.1949738075583,16.5664398244935 49.1951943132688,16.5664709421895 49.1953945358228,16.5665023427105 49.1955356208173,16.566503250717 49.1955399169769,16.566552061749 49.1957709982971,16.5665422230891 49.1957945395806,16.5665222272391 49.1958085833331,16.5664748360999 49.1958230278519,16.5662607757559 49.1958662165065,16.5662359191148 49.1958729489779,16.5662248670117 49.1958838305527,16.5662230406927 49.1958981733095,16.5662608396755 49.196015653014,16.5663028570138 49.1961759479581,16.5663096098405 49.1962088136545,16.5663514282668 49.1964124187907,16.5663638416381 49.1964915465742,16.5663744828895 49.1966079965783,16.5663742273643 49.1966827847927,16.5663691480477 49.19679748291,16.5663212445288 49.1970439075169,16.5662492678128 49.1973580881309,16.5662501436474 49.1973902620888,16.5662569931078 49.197452168952,16.5662564093055 49.1974706715865,16.5662502474643 49.1975033257681,16.5662074462367 49.197730136746,16.5661747849435 49.1979553958382,16.5661666009936 49.1982486113519,16.5661692979426 49.1983465782138,16.5661727458879 49.1984718617417,16.566173752784 49.1985084556242,16.5661751686569 49.198551522658,16.5662311938197 49.1987746854503,16.5662514565442 49.1989113589334,16.5662914108606 49.199025011876,16.566389936466 49.1991841739524,16.5664483640305 49.1993637273129,16.5664422881649 49.1994752780477,16.5664794048384 49.199579411897,16.5665190298637 49.199743334256,16.5665785183338 49.2000297000026,16.5665843121951 49.2008712543384,16.5665853564508 49.2008791078367,16.5665911428596 49.200882504909,16.5666302588576 49.200883029007,16.5666412058516 49.2008886026652,16.566642715704 49.2008953134018,16.5666466454389 49.2011271581911,16.5666360073717 49.2011355366153,16.5665995842465 49.2011379179456,16.5665891212375 49.2011485702088,16.5665902992647 49.2012144411603,16.5665940651294 49.2014250815705,16.5665943939725 49.2014351265035))","stezka pro chodce a cyklisty (nedělená) - C9","909.55908128400"
"MULTILINESTRING ((16.5504927969441 49.2100505259536,16.5504997174148 49.2100739414618,16.5505013864184 49.2100852410149,16.5505009175191 49.2100932130112,16.5504987164107 49.2101017217704,16.550493157888 49.2101188015309,16.5504841715531 49.2101406390296,16.5502788256144 49.2105770086011,16.5500878668148 49.2109608538428,16.5500819577992 49.2109706539367,16.5500734319293 49.2109820764827,16.5500614732161 49.2109958773806,16.5500522582672 49.211004808425,16.5500385134038 49.2110152254404,16.5499854197173 49.2110480727727,16.5498505035764 49.2111058028012,16.5496941961853 49.2111620771125))","jízda cyklistů v protisměru - E12","143.02781750600"
"MULTILINESTRING ((16.5511533563879 49.210068324962,16.5510836114132 49.2100649708174))","piktogramový koridor pro cyklisty - V20","5.09505233269"
"MULTILINESTRING ((16.5506385307515 49.2100435654319,16.5505767356774 49.2100405935692,16.5505592658898 49.2100407855747,16.5505560059748 49.2100411437027,16.5505452443953 49.2100423271486,16.5504927969441 49.2100505259536,16.5504987400327 49.2100706342797,16.5504997174148 49.2100739414618,16.5505013864184 49.2100852410149,16.5505009175191 49.2100932130112,16.5504987164106 49.2101017217704,16.5504954266043 49.2101118299367))","piktogramový koridor pro cyklisty - V20","17.66236849250"
"MULTILINESTRING ((16.5500728083255 49.2109827963564,16.5500614732161 49.2109958773806,16.5500522582672 49.211004808425,16.5500385134038 49.2110152254404,16.5499854197173 49.2110480727727,16.5499308356442 49.2110749340473,16.5498671956489 49.2110997923702,16.5498505035764 49.2111058028012))","piktogramový koridor pro cyklisty - V20","21.48229433930"
"MULTILINESTRING ((16.5692237253243 49.2134883693432,16.57217767836 49.2125786489491,16.5722126264724 49.2125768839787))","jízda cyklistů v protisměru - E12","240.34773014400"
"MULTILINESTRING ((16.5693179445019 49.2134593543402,16.5721562174376 49.2125852584649,16.57217767836 49.2125786489491,16.5722126264724 49.2125768839787,16.5722955618984 49.212554696531))","piktogramový koridor pro cyklisty - V20","239.28962272700"
"MULTILINESTRING ((16.5746543959715 49.2113412146096,16.5754988716293 49.2109925141945,16.5758012888535 49.2108763505445))","jízda cyklistů v protisměru - E12","98.26485560470"
"MULTILINESTRING ((16.5769761959325 49.2104255893357,16.5765515178404 49.2105872435669,16.5758012888535 49.2108763505445))","jízda cyklistů v protisměru - E12","99.19589859450"
"MULTILINESTRING ((16.5804806544766 49.2105413948955,16.5824556654688 49.2100850340047))","jízda cyklistů v protisměru - E12","152.57882323400"
"MULTILINESTRING ((16.580542447811 49.2105271164149,16.5806029532922 49.2105131362238,16.5823725500401 49.2101042403603,16.5824097416033 49.2100956461914))","piktogramový koridor pro cyklisty - V20","144.25714452600"
"MULTILINESTRING ((16.582686410426 49.2133165110085,16.5831657906685 49.2131541264151))","piktogramový koridor pro cyklisty - V20","39.31602495840"
"MULTILINESTRING ((16.5837376355638 49.2129604166158,16.5843132411476 49.2127654274207,16.584856329424 49.212581492923,16.5857858683119 49.2122665321525,16.5865805362714 49.2119684969668))","jízdní pruh pro cyklisty - V14","234.69920795400"
"MULTILINESTRING ((16.5867827329781 49.2118922576863,16.5876594651492 49.2115600226871))","piktogramový koridor pro cyklisty - V20","73.78894731300"
"MULTILINESTRING ((16.5739024431824 49.2183901772064,16.574002346765 49.2184442225759,16.5743353913546 49.2185376482696,16.5747078128882 49.2185692891804,16.5748321546052 49.2185572367461,16.5749366645644 49.2185681964148,16.5763427495838 49.2188593056844,16.5796282680123 49.2195213868067))","stezka pro chodce a cyklisty (dělená) - C10","437.86680351500"
"MULTILINESTRING ((16.5798844937076 49.2195741883495,16.5817721476472 49.219960955058,16.5820088422919 49.2200392799145,16.5824842246736 49.220253959359,16.5825337932876 49.2202940237807,16.5825919425248 49.2203710746466,16.5825974712189 49.2203889626822))","stezka pro chodce a cyklisty (dělená) - C10","222.76904808200"
"MULTILINESTRING ((16.5756203902024 49.1918036027436,16.57594488911 49.1916594977479,16.5764631900096 49.1914741791656))","stezka pro chodce a cyklisty (nedělená) - C9","71.59963766760"
"MULTILINESTRING ((16.5927951765774 49.1905343851849,16.5926994193187 49.1905161988848,16.592633484884 49.1904993067346,16.5925298367739 49.1904636093764,16.5924645765784 49.19052747519,16.5924366245943 49.1905533136234,16.5924017833007 49.1905813402917,16.5923548601425 49.1906133302294,16.5923008560581 49.1906437410287,16.5922428020653 49.1906738642616,16.5921839378217 49.1907015248255,16.5921255110802 49.190726546287,16.5920489942114 49.1907572308983,16.5919858109803 49.1907789667493,16.5919258160244 49.1907961078591,16.5918441550654 49.1908159988997,16.5917837242059 49.1908267592646,16.5916929602713 49.1908346774601,16.5916163921633 49.1908340256141,16.5915335190105 49.190828186334,16.5914495843442 49.1908174143459,16.591355468655 49.1907999404815,16.591200590628 49.1907650091671,16.5910593070628 49.1907250641042,16.5909438724641 49.1906833634929,16.5908394787272 49.1906412437837,16.5907468773996 49.1905939915536,16.590534129888 49.1904783639127,16.5900000677614 49.1901694048596,16.5898619082891 49.1900955523968,16.5897631779432 49.1900452326827,16.5896637537342 49.1899991944416,16.5895524176732 49.1899531702614,16.5894155270357 49.189901866589,16.5892953565103 49.1898612839949,16.5892212622756 49.1898378312812,16.5891330888654 49.189811641801,16.5890444775553 49.1897880261694,16.588941358659 49.1897642483214,16.5886558992323 49.1897029875777,16.5883759235925 49.1896453719099,16.5880651313668 49.1895863442394,16.5879119813457 49.1895622765797,16.5877773913395 49.1895451443351,16.5876128903526 49.1895284648673,16.5872865943198 49.1895027778755,16.5872543170643 49.1895008908427))","jízdní pruh pro cyklisty - V14","461.06521250200"
"MULTILINESTRING ((16.5927951765774 49.1905343851849,16.592890987286 49.1905525824312,16.5929184573611 49.1905577997862,16.5936922298966 49.190701635931,16.5952915910138 49.1910001375407))","jízdní pruh pro cyklisty - V14","189.17915553300"
"MULTILINESTRING ((16.5929184573611 49.1905577997862,16.5936922298966 49.190701635931))","jízda cyklistů v protisměru - E12","58.62089151600"
"MULTILINESTRING ((16.5936922298966 49.190701635931,16.5952915910138 49.1910001375407,16.595299295671 49.1910015753129,16.5955663367132 49.1910800900588,16.5957268281524 49.1911008599677))","jízda cyklistů v protisměru - E12","155.04211817000"
"MULTILINESTRING ((16.5956662062489 49.1928885524739,16.5953172371171 49.1938305606504,16.594626534262 49.195693966618,16.5944515678643 49.1961640334579))","nápis ""TAXI CYKLO BUS""","374.84535544200"
"MULTILINESTRING ((16.5943358743473 49.1964748511764,16.5942386151447 49.1967361407452,16.5940981300836 49.1971126784122,16.5936998447545 49.1983370284745,16.5935401580824 49.198819844158))","piktogramový koridor pro cyklisty - V20","267.16155653100"
"MULTILINESTRING ((16.5933146784688 49.1995061372213,16.5931321406211 49.2000644237017))","piktogramový koridor pro cyklisty - V20","63.49213100110"
"MULTILINESTRING ((16.5929410453082 49.2007793963602,16.5929147121036 49.2009075641602,16.592824785888 49.2014515795887,16.5927756080175 49.2019628493929,16.5927552381062 49.2021353421006,16.5927529334175 49.2024916485268,16.5927834941747 49.2027276352305,16.5927910381428 49.2027637588695))","nápis ""TAXI CYKLO BUS""","221.45176950400"
"MULTILINESTRING ((16.5943751742557 49.2050411087143,16.5939244627652 49.2045135338963,16.5938648268009 49.2044433309653))","piktogramový koridor pro cyklisty - V20","76.16889155730"
"MULTILINESTRING ((16.4974538482117 49.2149532349472,16.4975046550662 49.2150074972333))","piktogramový koridor pro cyklisty - V20","7.07885051143"
"MULTILINESTRING ((16.4979854896051 49.2155253374176,16.4980292937667 49.2155744223888))","piktogramový koridor pro cyklisty - V20","6.32274938370"
"MULTILINESTRING ((16.4984890693068 49.2160862725767,16.4985290186653 49.2161294229616))","piktogramový koridor pro cyklisty - V20","5.61200871183"
"MULTILINESTRING ((16.4990005242048 49.2166400687921,16.4990422260619 49.2166858740905))","piktogramový koridor pro cyklisty - V20","5.93079433054"
