"wkt","typ","delka"
"MULTILINESTRING ((16.6331201303497 49.1535564133321,16.633093872211 49.1535575236712,16.6330913881841 49.1535576194033,16.6330894274977 49.1535576435966,16.633087993 49.1535574698264,16.6330868184462 49.1535572330306,16.633085345314 49.1535566314276,16.6330845264707 49.1535560760799,16.6330815441213 49.1535534141239,16.6330699178692 49.1535419284823,16.6330533697451 49.1535256539291,16.6330328496721 49.1535019984714,16.6329280968265 49.1534022010461,16.6328778904924 49.1533529305537,16.6328640476436 49.1533378159096,16.6328478795875 49.1533169635217,16.6328358547729 49.1532987656251,16.6328215369972 49.1532746169997,16.6328150418712 49.1532604460147,16.6328058618325 49.1532328075653,16.6328027123563 49.1532182399808,16.6327912740065 49.1531248857575,16.6327906511587 49.1530948584843,16.6327933662401 49.153078335799,16.6327993314269 49.1530599083386,16.6328051712377 49.1530442577873,16.6328149723215 49.1530263185928,16.6328255618671 49.1530116369708,16.6328395618139 49.1529959211533,16.632859813006 49.1529780785875,16.6328782144766 49.1529654506749,16.6328934814202 49.1529560381474,16.6329088547138 49.1529479084419,16.6329367939125 49.1529348875421,16.6329545469618 49.152928219469,16.6329738041349 49.152922299906,16.6329958956219 49.1529170058196,16.6330160657354 49.1529135024183,16.6330364924668 49.152910451302,16.6330629562668 49.152907248121,16.6334320743158 49.1528852883673,16.6334498299424 49.1528824644075,16.6334575579184 49.1528786511731,16.6334638110461 49.1528729880476,16.6334671597446 49.152867210046,16.6334686694871 49.1528600357835,16.6334684869541 49.1528445301973,16.6334296316111 49.1524090473749,16.6334271939025 49.1523749573795,16.6334164386347 49.1522417734366,16.6334114245791 49.1521351707529,16.6333883314243 49.1519358298438,16.6333857549193 49.1519217188418,16.6333816938758 49.1519047261633,16.6333315430692 49.151721028149,16.6333260834499 49.1517065052903,16.6332358349729 49.1514972973396,16.633074663424 49.1512054813863,16.6330433297047 49.1511497114486,16.6329609221398 49.1509956875576,16.63289890067 49.15087795419,16.6327313416494 49.150566202612,16.6326398186873 49.1503917982697,16.6325153302078 49.150151342888,16.6324031258641 49.1499303698973,16.6323458013605 49.1498162061473,16.6322746121342 49.1496770844257,16.6321302940229 49.1493888358037,16.6320587245369 49.1492445676482,16.6319901271142 49.1491036119183,16.6317612559217 49.1486080839844,16.6317272092027 49.1485371263318,16.6316615138751 49.148402770108,16.6315552534772 49.1482076769638,16.6314511255346 49.1480293134707,16.6312458143883 49.147705943271,16.6312364367921 49.1476902658114,16.6312263123162 49.1476708271858,16.6311579600013 49.1475175590512,16.6310559635551 49.1472888498039,16.6310274724001 49.1472244694976,16.6309328117003 49.1470105704606,16.6309111129309 49.1469549301491,16.630901333453 49.1469271856585,16.6308899798332 49.1468915694409,16.6308797415522 49.1468534453038,16.6308708895193 49.1468222389481,16.6308514554281 49.1467550006058,16.6308043982291 49.1466093623681,16.6307771878456 49.1465354145406,16.6307651063447 49.1465059062923,16.6307322624176 49.1464330162118,16.6307031503757 49.1463744998731,16.6306051623059 49.1461831469218,16.630401937083 49.1457964094556,16.6303718174096 49.1457413274524,16.6303696884942 49.1457374359613,16.6302850035034 49.1455806699828,16.6302608812829 49.1455333239233,16.6302401556628 49.1454914007509,16.6302337039118 49.1454761290886,16.6302272326354 49.145456614052,16.6302086894103 49.1453982833737,16.6302009938755 49.1453740788605,16.6301707150298 49.1452704911174,16.6301397633255 49.1451523750989,16.6301388003799 49.1451476643103,16.6301369041702 49.145138397689,16.6301374027788 49.1451299950989,16.6301385993245 49.145126741313,16.6301413671992 49.1451247482617,16.6301454419539 49.1451228566952,16.6301703467786 49.1451156097108))","stezka pro chodce a cyklisty (nedělená) - C9","1022.60996108000"
"MULTILINESTRING ((16.6321215630854 49.2085990082836,16.6321459375902 49.2085290074692,16.6321466635945 49.208402677846,16.6321453500469 49.2082816128773,16.632138663916 49.208135811219,16.6321187414881 49.208077594728,16.6320764629431 49.2080154748236,16.6319294651801 49.2078261443242,16.6318015063351 49.2076609688836,16.6316790695372 49.2075124093783,16.6315829866686 49.2073757597299,16.6314795743956 49.2072421377722,16.6313856602524 49.207119488439,16.6312757286724 49.2069715402641,16.6311486300851 49.2068105588493,16.6310588015989 49.2066920408017,16.6309570294814 49.2065481236045,16.6308829042029 49.2064501253646,16.6307442005527 49.206275786713,16.6306348194147 49.2061438946406,16.6305356268039 49.2060047004458,16.6304075577747 49.2058340420361,16.6303751799378 49.2057902559393,16.6303655443854 49.20577722202,16.630332260353 49.2057296653788,16.6301606216563 49.2055055234926,16.6300312925789 49.2053379239051,16.6299870768333 49.2053019498469,16.6299507896882 49.2052715647588,16.6292368665897 49.2043455801853,16.6292293964319 49.2043127989918,16.6292236291967 49.2042958397083,16.6290159233562 49.2039466908096,16.6289348116326 49.2038345667166,16.6288079157571 49.2036789041999,16.6287080252257 49.2035762505035,16.6285468975017 49.2034106633864,16.6282834674988 49.2031482027596,16.6282271122094 49.2030989605856,16.6282075169362 49.2030871952285,16.6282004234237 49.2030829349671))","stezka pro chodce a cyklisty (nedělená) - C9","684.22483097700"
"MULTILINESTRING ((16.6287835987988 49.1982880871207,16.6292137213104 49.1982573522999,16.6292507380136 49.1984618449377,16.6297989267898 49.1984334696723))","stezka pro chodce a cyklisty (nedělená) - C9","94.50305403000"
"MULTILINESTRING ((16.6283651401375 49.1933878727204,16.6283548537466 49.1933230728798,16.6283533483855 49.1932924676835,16.6283613939761 49.1932314960694,16.628364504609 49.1932078116379,16.6283628953436 49.1931751540861,16.62835980419 49.1931434509304,16.628342998746 49.193036472442,16.628229334768 49.1923129231787,16.6281643359341 49.1918797852992,16.6281431043296 49.1917383038762,16.6281359258702 49.1917159263261,16.628088638769 49.191594034634,16.6280786635904 49.1915735577671,16.628071787477 49.1915454853129,16.6280473446639 49.1913646900631))","stezka pro chodce a cyklisty (nedělená) - C9","226.58259889300"
"MULTILINESTRING ((16.6281037395696 49.1907980771096,16.6281446572164 49.1906572251806,16.6281721568494 49.1905678018963,16.6282031304471 49.1904670776726,16.6282445664019 49.1903402147713,16.6282785409804 49.1902335368806,16.6283124271459 49.1901273954224,16.628315440172 49.1901170930007,16.6283455656031 49.1900140557783,16.6283774240114 49.1898652354539,16.6283843630092 49.1898328167045,16.6284004385735 49.1897577177312,16.6284203396153 49.1896300562111,16.6284319036076 49.1895170005266,16.6284354489021 49.1894216483853,16.6284338374348 49.1893467346044,16.6284247877516 49.1892750938346,16.6284081145637 49.1891967565411,16.6284032301333 49.1891738067044,16.6283766908818 49.189067555525,16.6283621879055 49.1889837702169,16.6283615982249 49.188937871772,16.6283622923494 49.1889125350036,16.6283627888725 49.188894420953))","stezka pro chodce a cyklisty (nedělená) - C9","214.19841853600"
"MULTILINESTRING ((16.6286992694168 49.1886451946229,16.6287142836668 49.1886184686902,16.6287487390436 49.1885482750014,16.6287693327429 49.1884994455992,16.6287842613976 49.1884640469601,16.6288103877513 49.1883824108762,16.6288351165801 49.1882721127805,16.6288440839327 49.1882321177333,16.6289074186304 49.1879629011657,16.628952404064 49.1877628649888,16.6289737318378 49.1876680272301,16.6289830983681 49.1876236501935,16.6290013273835 49.1875372718157,16.6290033832235 49.1875275267267,16.6290375822365 49.1873654721033,16.6291105490129 49.187037693453,16.6291752100852 49.1867463215465,16.6291894972995 49.1866819371778,16.629298858843 49.1861714951672,16.6293646153766 49.1858688034548,16.6293881067408 49.1857606609968,16.6295196265482 49.1851549162786,16.6295551939247 49.1849913674301,16.6296397127002 49.1846027221778,16.6297481483651 49.1841141002838,16.6297527516651 49.1840933541769,16.6298050242802 49.1838225417579,16.6298350107956 49.1836402394996,16.6299228497047 49.183235542132,16.629934719559 49.1831808510803,16.6299831920449 49.1829322914206,16.6300284250271 49.1827118127487,16.6300816814779 49.1824811379741,16.6301361788135 49.1822655651312,16.630282781724 49.1816258835743,16.6305354325387 49.1805250909974,16.6305368206854 49.1805185548159,16.6305397517552 49.1805047426814,16.6305397624231 49.1805046945939,16.6308130064482 49.17921730814,16.6310413341261 49.1781434682999,16.6311680535011 49.177533947571,16.6311679728891 49.1775025567437,16.6311655624357 49.1774751491497,16.6311330583547 49.1771056276788,16.6311104562887 49.1768486691517))","stezka pro chodce a cyklisty (nedělená) - C9","1325.28283572000"
"MULTILINESTRING ((16.5885050556511 49.2210058750358,16.5908086727549 49.2216460900118,16.5912250772764 49.221629872365,16.5914852754953 49.2216194721116,16.5915573467648 49.2216165914454))","stezka pro cyklisty - C8","236.90599898900"
"MULTILINESTRING ((16.5931909339561 49.2219543242212,16.5930035684786 49.2219145396117,16.5920296835534 49.2217140069807))","stezka pro cyklisty - C8","88.70637824820"
"MULTILINESTRING ((16.5954110774198 49.2224116406865,16.594672443746 49.2222584268551,16.5939544234269 49.2221110716468,16.5935210034457 49.2220227977528))","stezka pro cyklisty - C8","144.30184050400"
"MULTILINESTRING ((16.5830286004874 49.220529690767,16.5831399714775 49.2205314334528,16.5832505160467 49.2205463415,16.5833392205768 49.2205632166258,16.5834375737398 49.2205948786292,16.5835034000896 49.2206198249913,16.5835858378737 49.2206582890106,16.5836555715817 49.2207002555994,16.5837411306315 49.220744223631,16.5837757678207 49.2207625493473,16.5838246300088 49.2207924593722,16.5838697559264 49.2208124074694,16.5839271798483 49.2208393979381,16.5839940557253 49.2208661823513,16.5841147629685 49.2209091280074))","stezka pro cyklisty - C8","91.72165760980"
"MULTILINESTRING ((16.5858341973768 49.2177659798311,16.5860029464117 49.2175325911923,16.5863301620113 49.2170617036691,16.58660574745 49.2166799065599))","stezka pro chodce a cyklisty (nedělená) - C9","133.21581987100"
"MULTILINESTRING ((16.5923218243945 49.2192793562221,16.5927933604288 49.218499127367,16.5930063329969 49.2181394850388))","stezka pro chodce a cyklisty (nedělená) - C9","136.21261758300"
"MULTILINESTRING ((16.5930063329969 49.2181394850388,16.5931528330913 49.2178994099091,16.5937973571658 49.2168275924155))","stezka pro chodce a cyklisty (nedělená) - C9","156.85472768400"
"MULTILINESTRING ((16.5937973571658 49.2168275924155,16.5940387041849 49.2164267971004,16.5942823971952 49.2160330594533,16.5945241946709 49.2156285472829))","stezka pro chodce a cyklisty (nedělená) - C9","143.46779658500"
"MULTILINESTRING ((16.5946050743874 49.2154903257589,16.5947811165664 49.2151988787868,16.5952312143231 49.2144649880846,16.595358720782 49.2142682189618))","stezka pro chodce a cyklisty (nedělená) - C9","146.57796152800"
"MULTILINESTRING ((16.5954735363026 49.214027896344,16.5958501648158 49.2134080072274))","stezka pro chodce a cyklisty (nedělená) - C9","74.19355012680"
"MULTILINESTRING ((16.5959146743726 49.2133056745943,16.5960331101456 49.2131200456224,16.5962683082757 49.2127181460731))","stezka pro chodce a cyklisty (nedělená) - C9","70.23782337030"
"MULTILINESTRING ((16.5963499675856 49.2125961582231,16.596742504885 49.2119339289318))","stezka pro chodce a cyklisty (nedělená) - C9","78.99980328280"
"MULTILINESTRING ((16.5968608456308 49.2117257352061,16.5971957544921 49.2111768998526))","stezka pro chodce a cyklisty (nedělená) - C9","65.72879021240"
"MULTILINESTRING ((16.5972720937344 49.2110420023406,16.597316225843 49.2109671104092,16.5977840882625 49.2101694856722))","stezka pro chodce a cyklisty (nedělená) - C9","103.94990309800"
"MULTILINESTRING ((16.5978741442849 49.2100582187627,16.5982600825256 49.2094058745941))","stezka pro chodce a cyklisty (nedělená) - C9","77.80157216150"
"MULTILINESTRING ((16.5983832711534 49.2092237372852,16.5988513468654 49.2084483040438,16.5990711331087 49.2080924208856))","stezka pro chodce a cyklisty (nedělená) - C9","135.42175275600"
"MULTILINESTRING ((16.5992754974049 49.2077604625523,16.5999657567867 49.2067894735551))","stezka pro chodce a cyklisty (nedělená) - C9","119.11501611500"
"MULTILINESTRING ((16.6001064535508 49.2066275777038,16.6005694081596 49.2060686963252))","stezka pro chodce a cyklisty (nedělená) - C9","70.71331887930"
"MULTILINESTRING ((16.600682816166 49.2059291836532,16.6009383142137 49.205624541004,16.6011253180184 49.2054116735964,16.6012835545781 49.2052058114391,16.6016091910691 49.2049007443691,16.6016545471888 49.2048659391576))","stezka pro chodce a cyklisty (nedělená) - C9","138.08830889500"
"MULTILINESTRING ((16.6019925333475 49.2047751104173,16.6020496604834 49.2047582754148,16.6021061941885 49.2047333301384,16.6021364585518 49.2047118952672,16.6021671613387 49.2046878050939,16.604135264392 49.2029642388161,16.6042802697642 49.2028597261926,16.6043302518653 49.2028195180432))","stezka pro chodce a cyklisty (nedělená) - C9","277.11904241900"
"MULTILINESTRING ((16.6044521403683 49.2027011686908,16.6050242290938 49.2022206707073))","stezka pro chodce a cyklisty (nedělená) - C9","67.77061821330"
"MULTILINESTRING ((16.6101975500373 49.1994554132746,16.6101780361811 49.1994314956144,16.6101736811889 49.1994235893926,16.6101712768742 49.1994180825751,16.6099516378332 49.1991615134472,16.6100199175982 49.1991339065678,16.6102098878384 49.1990570975374,16.6103998561255 49.1989802880966,16.6105898250407 49.1989034793327,16.6106191849555 49.198891607912,16.6107801262793 49.1988246433463,16.6109704894683 49.1987454361106,16.6111608505372 49.1986662293572,16.6113878869431 49.198571762325,16.6113980440469 49.1985675358957,16.6115999405237 49.1984835276595,16.612030592252 49.1983043342499,16.6122414400625 49.1982166001907,16.6122906954124 49.1981961046555,16.6126631335916 49.1980411300183,16.6129583798555 49.1979182737457))","stezka pro chodce a cyklisty (nedělená) - C9","296.38767620900"
"MULTILINESTRING ((16.5919179340159 49.207593652545,16.5923507437165 49.2077996212912,16.5924873043688 49.2078310041503,16.5935329055162 49.2080954185913))","stezka pro chodce a cyklisty (nedělená) - C9","131.17855797000"
"MULTILINESTRING ((16.6070894828082 49.211320547949,16.6082441594902 49.2093679678123,16.6083384510701 49.2092025954292))","stezka pro chodce a cyklisty (nedělená) - C9","252.49128301100"
"MULTILINESTRING ((16.6118878434031 49.2105236201742,16.6121783815406 49.2103055852599,16.612802910542 49.2098211244356,16.612826051714 49.2098005122145,16.6128408242349 49.2097762322877,16.6129222625021 49.209618103964))","stezka pro chodce a cyklisty (nedělená) - C9","127.01385582800"
"MULTILINESTRING ((16.6611094530745 49.225747593067,16.6611618835297 49.2257338458528,16.6612396332048 49.2257081794822,16.6612700638124 49.2256981339131,16.6613485605126 49.2256131843196,16.6613808659403 49.2255782234653,16.6614243051608 49.2255158539738,16.6614924660424 49.2254179910314,16.6614979027155 49.2254101839005,16.6615862940131 49.2253219326671,16.6616435399386 49.2252647769873,16.6616766048993 49.2252256277549,16.6617584436024 49.2251287259417,16.6617754849486 49.2251085485866,16.6618035445818 49.2250711645053,16.6619454560581 49.224882098267,16.6621711087874 49.2246436465324,16.6622805114422 49.2245642457181,16.6624802048918 49.2244285190292,16.6626512167401 49.2242911093818,16.6628148166816 49.2241596539071,16.6629932876522 49.2240817640293,16.6630430707203 49.2240695284266,16.6632118620112 49.2240498353923,16.6634858944146 49.2240603350442,16.6635754249183 49.2240684403775,16.6637348399359 49.2241067841835,16.6638669531196 49.224143207759,16.6639580903508 49.2241726796876,16.6640482034323 49.2242033457056,16.6641648644729 49.2242607501496,16.6642114455304 49.2242882643114,16.6643471012054 49.2243772119455,16.6644372823211 49.2244546409774,16.6646483636455 49.2246470217132,16.6647367346765 49.2247312872005,16.6648109706101 49.2248040674012,16.6648761356275 49.2248808086965,16.664877292014 49.2248821697628))","stezka pro chodce a cyklisty (nedělená) - C9","412.49804648900"
"MULTILINESTRING ((16.6532656817101 49.2287363630942,16.6532608827736 49.228718898816,16.6532601135124 49.2287168548945,16.6532387731077 49.228626446333,16.6532035237054 49.2284626131563,16.6531814294394 49.2283532686888))","stezka pro chodce a cyklisty (nedělená) - C9","43.04482780900"
"MULTILINESTRING ((16.6947864742187 49.2088907987972,16.6947981692925 49.2088878181122,16.6948983817485 49.208864995822,16.695071477958 49.208836247186,16.6952298172535 49.2088133375799,16.6953107996864 49.2088009244623,16.6953474499011 49.2087937252338,16.695381048028 49.2087832372272,16.6954139287186 49.208769533597,16.695452393105 49.2087495287679,16.6955115261458 49.2087069155636,16.6955448481355 49.2086786180337))","stezka pro chodce a cyklisty (nedělená) - C9","61.82387115470"
"MULTILINESTRING ((16.6265747401324 49.1415655936224,16.626556062359 49.1414913706123,16.6265416553552 49.1414256598144,16.6265321126219 49.141382132863,16.6264748762779 49.1411206668121,16.6264641393719 49.1410669043369,16.6264529647433 49.1410350897792,16.6264416268618 49.1410101377245,16.6264404074406 49.1410078363488,16.6264276330285 49.1409837314271,16.6264042017102 49.1409526774981,16.6263813059921 49.1409259125311,16.6263505572526 49.1408966019193,16.6263140087626 49.1408698656204,16.6262686239613 49.1408406949677,16.6261540992074 49.1407717179696,16.6260804531655 49.140726618026,16.6260236442992 49.1406981763345,16.6259850623123 49.1406796172205,16.6259489932475 49.1406642207383,16.6258665973557 49.1406312545478,16.6257113400477 49.1405836342127,16.625660263589 49.140569798423,16.625632837044 49.1405605308829,16.6256037927497 49.1405485258321,16.6255769141353 49.1405367645081,16.6255753246584 49.140535951031,16.6255514825095 49.140523748871,16.6255069947177 49.140498349733,16.6254752029584 49.1404753868329,16.6254608535852 49.1404628842388,16.6254503130718 49.1404523697552,16.6254348978385 49.1404354501965,16.6254185236141 49.140414302135,16.6254040628695 49.1403882244055,16.6253932345653 49.1403652076808,16.6253847737907 49.1403403686701,16.6253807161483 49.1403214491146,16.6253708547768 49.1402606934414,16.6253517936941 49.140109470526,16.6253338268276 49.1399669194454,16.6253244162634 49.1398774331056,16.6253030621622 49.1396953623534,16.625287340846 49.1395613149466,16.6252370298743 49.1391689164012,16.6251718238403 49.1388352497449,16.625156321406 49.138766684261,16.6250758923418 49.1384109495189,16.6250637352181 49.1383564639267,16.6249888308146 49.1380207428637,16.6249062985947 49.1376809650596,16.6248375945585 49.1373661737307,16.6248375858912 49.1373661342243,16.6248372736916 49.1373641765277))","stezka pro chodce a cyklisty (nedělená) - C9","506.95162843100"
"MULTILINESTRING ((16.6259216814252 49.1611153574759,16.6259204271582 49.1611130554782,16.6258254335241 49.1609385520862,16.6258076725428 49.1609014781238,16.625796541609 49.1608708825892,16.625790007094 49.1608529240229,16.6257880541515 49.1608463595256,16.6257815708909 49.1608245596412,16.6257748965207 49.1607947660102,16.6257688471982 49.1607677626004,16.6257599944351 49.1607067170234,16.6257567504837 49.1606593641181,16.6257604767894 49.1606098813641,16.6257642592731 49.1605843712994,16.6257755188039 49.1605519734988,16.6257992524501 49.1604884966343,16.6258040836593 49.1604755760531,16.6258232109595 49.1604263688806,16.6258298261837 49.1603886678586,16.6258344543494 49.1603689158483,16.6258366692522 49.1603386820322,16.6258339028356 49.1603085480305,16.6258152922794 49.1601816379943,16.6257997115968 49.1600753962165,16.6257981506761 49.1600471564588,16.6258003989663 49.1600175581395,16.6258064569476 49.1599773755987,16.6258140179894 49.1599473391257,16.6258235260973 49.1599222341508,16.6258380771023 49.1598941393857,16.6258504269619 49.1598761312178,16.6258510542454 49.1598752186585,16.6258544054605 49.1598703309743,16.6258699249464 49.1598514399726,16.6258940973897 49.159827734285,16.6259636551048 49.1597645481277,16.6259729766047 49.1597539920675,16.6259756487209 49.1597461312483,16.6259735629693 49.159734496792,16.6259666656686 49.1597236072984,16.6258976680791 49.159628277784,16.6258544994928 49.1595684267945,16.6258388222923 49.1595466909637,16.6258135214438 49.1595034757351,16.6257914256801 49.1594592209889,16.6257850656483 49.1594249434609,16.6257719139984 49.1593548202503,16.6257718592156 49.1593478003234,16.6257711322721 49.1592545349959,16.625770888001 49.1592232208977,16.625770460487 49.1591683040924,16.6257711362046 49.1591512843634,16.6257793167593 49.1589471214453,16.6257794244109 49.1589444463742,16.6257996399607 49.1587519561534,16.6257986226651 49.1586550143699,16.6257964917739 49.1586403430828,16.6257819372018 49.1585401406966,16.6257501460043 49.1584139776151,16.6257325971774 49.1583278297206,16.6257061216321 49.1581978576751,16.6256743758474 49.1580157167549,16.6256724915348 49.1580049042337,16.6256574424587 49.1577937286779,16.6256610412273 49.1577067805527,16.6256694052943 49.1575046891663,16.6256975315173 49.157282549013,16.625736679605 49.1570789165291,16.6257886381321 49.156909746666,16.6258515776469 49.1567675655897,16.6258858497805 49.1566901429803,16.6259963957459 49.1564698184735,16.6260080323152 49.156446625143,16.6260274067916 49.1564080116049,16.6260361807631 49.1563901909497,16.6261431641722 49.1561728966805,16.6261560257513 49.1561506221381))","stezka pro chodce a cyklisty (nedělená) - C9","566.19260024000"
"MULTILINESTRING ((16.6059762298387 49.1633002310692,16.606001105607 49.1633083810447,16.6060469465112 49.1633272347407,16.6061004915257 49.1633567471407,16.6061526710244 49.1633768826024,16.6062755988003 49.1634770466164,16.6063204400783 49.1635135840543,16.6063299620343 49.16354663298,16.6063551927524 49.1636342038588,16.6064002989608 49.163790757884,16.6064137403996 49.1638374100557,16.6064643287541 49.1639391739416,16.6064852625752 49.1639561950851,16.6065681280505 49.1640069433439,16.6066113787911 49.1640334307849,16.6067199455162 49.1640723304222,16.6068494618632 49.1640924026528,16.6069026504444 49.1640967800642,16.6070312223191 49.1640989946523,16.6075916270122 49.1640815930567,16.6077166045834 49.164084679572,16.6079177046646 49.1641049060415,16.6079910818011 49.1641133413693,16.6081027343978 49.1641261766927,16.6082213292237 49.1641633041043,16.6082824847352 49.1641794617568,16.6087191259801 49.1643099672563,16.6088180395227 49.1643373625085))","stezka pro chodce a cyklisty (nedělená) - C9","266.36670553200"
"MULTILINESTRING ((16.6012578971903 49.1829450033386,16.6013414004575 49.183030353087,16.6015527876265 49.1832503895505,16.6018721377759 49.183586374356,16.6021001492483 49.1838239237464,16.6021258480815 49.1838896219237,16.6021418298587 49.1839304786928,16.6023767432696 49.1841740161238))","stezka pro chodce a cyklisty (nedělená) - C9","159.69734382000"
"MULTILINESTRING ((16.5675172452553 49.1803013232599,16.5675253452761 49.1803240382548,16.5676341416404 49.1803724738603,16.5680516068737 49.1803537455806))","stezka pro chodce a cyklisty (dělená) - C10","42.68586516550"
"MULTILINESTRING ((16.5681941669176 49.1803471465016,16.5689835606689 49.1802980643265,16.5695073223255 49.1802216840547,16.5696003044383 49.1801672766821,16.5697519227308 49.180144567647))","stezka pro chodce a cyklisty (dělená) - C10","117.34480158000"
"MULTILINESTRING ((16.5754253925461 49.192175101532,16.5752866618426 49.192226818454,16.5749004832849 49.1923470324046,16.5737697727849 49.1927217431275,16.5732402263692 49.1928990287775,16.5724067684331 49.1931780528395,16.5722254010797 49.1932343314099,16.5721307612436 49.1932636978068,16.5718446872752 49.1933601133923,16.5716154075927 49.1934394533197,16.5711730407003 49.1935925267799))","stezka pro cyklisty - C8","347.73913102100"
"MULTILINESTRING ((16.5721878955706 49.1930534398786,16.572793193291 49.1928454177693,16.573170443973 49.1927201211345,16.5747114600749 49.1922113419084,16.5749509206631 49.1921204680265,16.5753923235136 49.1919152452311,16.5755358956029 49.1918490912657))","stezka pro chodce a cyklisty (dělená) - C10","278.79636784000"
"MULTILINESTRING ((16.5899015296603 49.2186530490982,16.5913014821096 49.2190342076662,16.5922500688094 49.2192875301319))","stezka pro chodce a cyklisty (dělená) - C10","185.05540486900"
"MULTILINESTRING ((16.5868979111162 49.2177942834473,16.5860029464117 49.2175325911923))","stezka pro chodce a cyklisty (nedělená) - C9","71.39423499480"
"MULTILINESTRING ((16.5870549177414 49.2180143755336,16.5867799420345 49.217942500811,16.5865937330522 49.2178949434996,16.5863885204661 49.2178425322609,16.5858729402473 49.2177108511122))","stezka pro chodce a cyklisty (nedělená) - C9","92.48127462830"
"MULTILINESTRING ((16.5981007284184 49.2049118006858,16.5978401739198 49.2051350787519))","piktogramový koridor pro cyklisty - V20","31.25573422180"
"MULTILINESTRING ((16.5981007284184 49.2049118006858,16.5981968826444 49.2048294026602,16.5983853016129 49.2046676220742,16.5987110631892 49.2043879144457,16.5991321778802 49.2040263287152,16.5995551590154 49.2036631321443,16.5998862474616 49.2033779006634,16.6003524736547 49.2029762418535,16.6006189345792 49.2027460347784,16.6009547545661 49.2024551026114,16.6011717129418 49.202267141662,16.6013146311127 49.2021433243191,16.6016283512923 49.2018766112,16.6019244027105 49.2016234976182,16.6019744745102 49.2015806863931,16.6020261901124 49.2015364712237,16.6021160329634 49.2014581820454,16.6024079591323 49.2012037964101,16.6025219720621 49.201104444245,16.6026693120808 49.2009820182402,16.6028193357776 49.200860053702))","jízdní pruh pro cyklisty - V14","566.78311775700"
"MULTILINESTRING ((16.6053326586074 49.1992279597878,16.6052634449603 49.199293671456,16.6051126067756 49.1994112644351,16.6049580344042 49.1995317664952,16.604710691137 49.1997245908553,16.6045880143309 49.1998163134575,16.6042552747498 49.2000321956059,16.6040358601348 49.2001564789673,16.6037636968225 49.2003035953504,16.6035713518947 49.2004075659678,16.6033238927312 49.200548923518,16.6031640102846 49.2006402542272,16.6029463497695 49.2007645878772))","jízdní pruh pro cyklisty - V14","244.59630164300"
"MULTILINESTRING ((16.6129561469748 49.1943354611499,16.6130511066341 49.1942956494591,16.6131174647446 49.19414527971,16.613295180078 49.1937099816435,16.6133182822511 49.1936533945311))","jízda cyklistů v protisměru - E12","82.24558252230"
"MULTILINESTRING ((16.6129561469748 49.1943354611499,16.6128549872948 49.1943074038555,16.6127224598804 49.1942560884621,16.612614305583 49.1942093173243,16.6125410712337 49.1941770505769))","jízda cyklistů v protisměru - E12","35.09876304180"
"MULTILINESTRING ((16.6154782448699 49.1908603471591,16.6153209520424 49.1908547919605,16.615195883788 49.1908503756478,16.6150152746727 49.190843997767,16.6147178029037 49.1908333287792))","piktogramový koridor pro cyklisty - V20","55.50606878750"
"MULTILINESTRING ((16.6081658377951 49.1893146922803,16.6083361572693 49.1894533912461,16.6084943119202 49.1895821829153))","piktogramový koridor pro cyklisty - V20","38.18376618410"
"MULTILINESTRING ((16.608635597082 49.1900137110617,16.6085054411938 49.1899386382625,16.6084334333718 49.1898897174249,16.608316148888 49.1898100371821,16.6082506518552 49.1897574792812))","piktogramový koridor pro cyklisty - V20","40.05445184580"
"MULTILINESTRING ((16.6082506518552 49.1897574792812,16.6081873753939 49.1897067031665,16.6080627142291 49.1896090864687,16.6079070731385 49.1894905366175,16.6077555195643 49.1893760651159))","jízdní pruh pro cyklisty - V14","55.69284392450"
"MULTILINESTRING ((16.6021604997285 49.1977610929071,16.6022857362626 49.1978452273476,16.602491046999 49.1979434508242,16.6027152460578 49.1980292645582))","jízda cyklistů v protisměru - E12","50.51590361880"
"MULTILINESTRING ((16.6044589996547 49.196401311375,16.604546735037 49.196417552366,16.6046704352233 49.1964588230907,16.6047820048598 49.1964974528638,16.6048493766248 49.1965207805421))","jízda cyklistů v protisměru - E12","31.50871816590"
"MULTILINESTRING ((16.6048493766249 49.1965207805422,16.6048149307315 49.1965644100015,16.6048046452632 49.1965816576823,16.6047786436678 49.1966456568389,16.60471497524 49.1968249532606,16.6046324939804 49.1970572259805,16.6045596717249 49.1972622975474))","jízda cyklistů v protisměru - E12","85.29131939570"
"MULTILINESTRING ((16.606173947785 49.1985211746299,16.6062413228752 49.1984678614079,16.6064390201638 49.19831142205,16.6066849496387 49.1981168150752,16.6067664445145 49.1980523276357,16.6069086579457 49.1979749753826,16.6069867343866 49.1979325071145))","jízda cyklistů v protisměru - E12","88.55751004330"
"MULTILINESTRING ((16.598444067631 49.2093086044688,16.5980110202685 49.2091942893335,16.5973859976528 49.2090292936935,16.5969391910316 49.2089113407997))","jízda cyklistů v protisměru - E12","118.20758012800"
"MULTILINESTRING ((16.5969391910316 49.2089113407997,16.5964972798465 49.2088002159217,16.5961526721563 49.2087103031743,16.5954416748282 49.2085247908215,16.5950032123033 49.2084103849467))","jízda cyklistů v protisměru - E12","151.65712818200"
