"WKT","id","prac_clk","vik_clk"
"LINESTRING ((16.5856692497392 49.1947947175182,16.5857273936655 49.194771541098,16.5857927071472 49.1947590047572,16.5858607525227 49.1947579871578,16.5859268842058 49.1947685381234,16.5859865808328 49.1947899565128,16.5860357951568 49.1948207608058,16.5860711593243 49.1948588665,16.5860902882755 49.194901670979,16.5861294605331 49.1948966480379,16.5862110594921 49.1948972987046,16.5862867887582 49.1948954699719,16.5863784185235 49.1949019799279,16.5864417612384 49.1949085334237,16.5877864472636 49.1952337086804,16.587916613402 49.1952679195648,16.5880471153621 49.1953133702369,16.5883446095183 49.1954339986171,16.5886649532458 49.1955833847025,16.5890689643341 49.1958110737223,16.5892747316472 49.1959071847691))","82","0","0"
"LINESTRING ((16.5940981300836 49.1971126784122,16.5924619824598 49.1968860540774,16.5918813006819 49.1967985188099,16.5916946608823 49.1967669968996,16.5915209347708 49.1967216478592,16.5914781282886 49.1967075735359,16.5914028606123 49.1966819683832,16.5904455242886 49.1963339546038,16.589522774385 49.1959880263233,16.5892747316472 49.1959071847691))","81","5","0"
"LINESTRING ((16.5957219789256 49.1915523930934,16.595739619272 49.192551025695,16.5957376742925 49.1926182649239,16.5957359695625 49.1926647535577,16.5957284335833 49.1927103670628,16.5957107931929 49.1927681889944,16.5953172371171 49.1938305606504,16.5946265344097 49.195693965724,16.5942386151448 49.1967361407452,16.5940981300836 49.1971126784122))","80","45","0"
"LINESTRING ((16.5940981300836 49.1971126784122,16.5936998447545 49.1983370284745))","66","40","0"
"LINESTRING ((16.5936998447545 49.1983370284745,16.5934446378648 49.1991086475739))","65","30","0"
"LINESTRING ((16.5934446378648 49.1991086475739,16.5930535498714 49.2003047897461))","68","30","0"
"LINESTRING ((16.5936998447545 49.1983370284745,16.5938211703644 49.1983737701494,16.5938791586563 49.1983903682078,16.5939517682069 49.1984028482317,16.5940278096257 49.1984062552698,16.594105102524 49.1984045953404,16.5942141506282 49.1984012092319,16.5968109346654 49.1982635628753,16.5971868270158 49.198235689611,16.5973810835727 49.1982144666477,16.5974977704009 49.1981974185832,16.5975715918707 49.1981850177593,16.5977279083588 49.1981544997186,16.597889823078 49.198118499301,16.598007980014 49.1980875351265,16.5980863088957 49.1980662277409,16.5981524325283 49.1980469489227,16.5983778666708 49.1979748413013,16.5989365743155 49.1977868980111,16.5991881101599 49.1977029823176,16.5992760303328 49.1976712290484,16.5993263459934 49.1976515519911,16.5994008851287 49.197619754051,16.5995395251675 49.1975533373279,16.6005431418547 49.1970481640143,16.6007040846028 49.196967860712,16.600751276012 49.1969478711073,16.6007963726595 49.1969305369045,16.6008253957321 49.1969211078784,16.6008426339471 49.1969161797004,16.6008621913514 49.1969114159877,16.6008764389298 49.1969087178898,16.6009006973234 49.1969047397991,16.6009241147702 49.1969025110813,16.6009480814678 49.1969011353653,16.600971111526 49.1969004168279,16.600998256162 49.1969015277322,16.6010554428979 49.1969079348225))","60","40","20"
"LINESTRING ((16.5934446378649 49.1991086475739,16.5949414996703 49.1993227902688,16.5967933904852 49.1995827426938,16.5968407327298 49.1996153353337,16.5978616559784 49.1997565867362,16.5978689410082 49.1997570221171,16.5978766609328 49.1997567466496,16.5978845525273 49.1997555155334,16.5978913664668 49.1997535386324,16.5979002866503 49.1997497574011,16.5979233808117 49.1997368782591,16.5989453153335 49.1998849842754,16.6008982127565 49.2001562650668,16.6009420860847 49.200163491665,16.6009803354703 49.2001703375405,16.6009985737893 49.2001744890633,16.6010137526712 49.2001786949904,16.6010251162924 49.2001823499788,16.6010382956309 49.2001881326768,16.6011212176447 49.2002376550471))","28","0","0"
"LINESTRING ((16.6004081054528 49.2006951483525,16.6011212176446 49.2002376550471))","26","25","15"
"LINESTRING ((16.5995602346632 49.2012422150487,16.6004081054528 49.2006951483525))","24","25","15"
"LINESTRING ((16.5930535498715 49.2003047897461,16.594560796099 49.200508094195,16.5964674205119 49.2007637742994,16.5985683720388 49.2010531045303,16.5992819358814 49.201152106671,16.5993922982809 49.2011708784835,16.5994734489902 49.2011876688867,16.5995602346632 49.2012422150487))","25","0","0"
"LINESTRING ((16.6011212176447 49.2002376550471,16.6013653718103 49.200069426217,16.6017032022095 49.199852808961,16.6031158993277 49.1989700424131,16.6035004511015 49.1987308372348,16.6037849429726 49.1985509285308,16.6038842838982 49.1984909469102,16.6039574547494 49.1984448484612))","27","25","5"
"LINESTRING ((16.6010554428979 49.1969079348225,16.601134394236 49.196918779713,16.601233930254 49.1969345213891,16.6012131258413 49.1969936480238,16.6012120472087 49.1970068677801,16.6012142503708 49.1970186016952,16.601217928735 49.1970280885041,16.6012284456026 49.1970454772019,16.6012418278731 49.1970597224171,16.6013027803876 49.1971093604614,16.6019967411192 49.1976385893884,16.6021604997285 49.1977610929071,16.6022500726389 49.1978229805039,16.6022857362626 49.1978452273477,16.6023188820524 49.1978634967383,16.6023557444751 49.197882662786,16.6024151937832 49.1979104853914,16.602491046999 49.1979434508242,16.6026131436418 49.1979922674406,16.6027152460578 49.1980292645582,16.6032657360935 49.1982279368366,16.6034113734998 49.1982779691228,16.6035191411622 49.1983107540952,16.6037404695169 49.1983771866192,16.6039574547494 49.1984448484612))","61","10","5"
"LINESTRING ((16.6037467761135 49.1962736688858,16.6034077344739 49.1972632199813))","76","40","15"
"LINESTRING ((16.6034077344739 49.1972632199813,16.6038002616531 49.1973259606171,16.6035660155636 49.1980033801688,16.6035424190528 49.1980576961484,16.6034853295651 49.1981284514416,16.6035184691269 49.1981417452323,16.6035281754848 49.1981983316303,16.6035496588899 49.1982554815558,16.6035501855494 49.1982614886126,16.6035491747846 49.1982659394754,16.6035191411622 49.1983107540952,16.6037404695169 49.1983771866192,16.6039574547494 49.1984448484612))","64","30","15"
"LINESTRING ((16.6010554428979 49.1969079348225,16.6010746704582 49.1968416412313,16.6010818454006 49.1968190851168,16.6010905612011 49.1967988995374,16.6011012525795 49.1967834670381,16.6011153321227 49.1967700838199,16.6011284709538 49.1967598901147,16.6011414326344 49.1967507692538,16.601179033856 49.1967278381571,16.6012941697674 49.196669159764,16.6014945583179 49.1965656029497,16.6021808284393 49.1962259608042,16.6023167471802 49.1961506469739,16.602340072941 49.1961383534001,16.602370740727 49.1961237221647,16.6023976401702 49.196112939231,16.6024275378319 49.1961030562998,16.6024617715897 49.1960954164453,16.6024947103553 49.1960913570528,16.6025281785519 49.1960905280916,16.6025673132485 49.1960912405645,16.6026110675529 49.19609456896,16.6026837552853 49.1961033858749,16.603009900631 49.1961525773104,16.6032501726755 49.1961909763084,16.6037467761135 49.1962736688858))","62","20","10"
"LINESTRING ((16.6034077344739 49.1972632199813,16.6030222134217 49.1972048640182,16.6029112461709 49.1971881326163,16.601233930254 49.1969345213891,16.601134394236 49.196918779713,16.6010554428979 49.1969079348225))","63","20","10"
"LINESTRING ((16.5927756080175 49.2019628493929,16.592824785888 49.2014515795887,16.5929147121036 49.2009075641602,16.5930149950731 49.2004194593883,16.5930535498714 49.2003047897461))","69","30","0"
"LINESTRING ((16.5927756080175 49.2019628493929,16.592965935493 49.2019763586087,16.5938414749949 49.2020925892267,16.5942971411152 49.2021535096455,16.5959291470726 49.2023857255811,16.5975426427942 49.2026306241992,16.5977702525484 49.2027418339108))","23","0","0"
"LINESTRING ((16.5995602346632 49.2012422150487,16.5977702525483 49.2027418339108))","22","25","15"
"LINESTRING ((16.5977702525483 49.2027418339108,16.5995551590154 49.2036631321443))","32","0","0"
"LINESTRING ((16.5927756080175 49.2019628493929,16.5927552381062 49.2021353421006,16.5927529334175 49.2024916485268,16.5927834941747 49.2027276352305,16.5928418201166 49.2030069290085,16.5929633312387 49.2032722552217,16.5931630632291 49.2036172127327,16.5939244627652 49.2045135338963))","31","30","0"
"LINESTRING ((16.5944830130257 49.2051673355831,16.5939244627652 49.2045135338963))","30","32","0"
"LINESTRING ((16.5939244627652 49.2045135338963,16.5939835631701 49.2044975573152,16.5940291754156 49.2044888546036,16.5940618167306 49.2044842966791,16.5941007186404 49.2044836201807,16.5942620973043 49.2044944390451,16.5948471307767 49.2045495209442,16.594979509099 49.204562079933,16.5950438275664 49.2045721612649,16.5951280309975 49.2045930604414,16.5952075345144 49.2046206812739))","18","22","0"
"LINESTRING ((16.5952075345144 49.2046206812739,16.5944830130257 49.2051673355831))","19","30","0"
"LINESTRING ((16.5952075345144 49.2046206812739,16.5967896321212 49.2054194510058,16.5972696980627 49.2056553923257))","16","25","0"
"LINESTRING ((16.5977702525484 49.2027418339108,16.5972445627493 49.2031364469113,16.5955477715641 49.2043552875829,16.5952075345144 49.2046206812739))","17","25","15"
"LINESTRING ((16.5995551590154 49.2036631321443,16.5981968826444 49.2048294026602,16.5972784876693 49.2056163982625,16.5972696980627 49.2056553923257))","20","40","20"
"LINESTRING ((16.5972696980627 49.2056553923257,16.5974559887731 49.2057310178878,16.5978004153751 49.2058655274631,16.598856667002 49.2062687789105,16.6001282970095 49.2067355019857))","21","20","0"
"LINESTRING ((16.5972696980627 49.2056553923257,16.595999197997 49.2068269660033))","1","40","0"
"LINESTRING ((16.5959991979969 49.2068269660033,16.5959275031917 49.2069074464638,16.5954182628062 49.2077355066489,16.5950032123033 49.2084103849467))","2","40","0"
"LINESTRING ((16.5959991979969 49.2068269660033,16.5962312157592 49.2069090936584,16.5978623134507 49.2074159958739,16.5993152536577 49.2078792143563))","3","15","0"
"LINESTRING ((16.5944830130257 49.2051673355831,16.5945304197113 49.2052563570256,16.5954746755312 49.2063462703609,16.5958323733052 49.2067529906271,16.5958523948567 49.2067671646929,16.5958720522587 49.2067776948717,16.5959060325094 49.206791773819,16.5959991979969 49.2068269660033))","4","20","0"
"LINESTRING ((16.5993152536576 49.2078792143563,16.6001282970094 49.2067355019857))","15","50","0"
"LINESTRING ((16.5950032123033 49.2084103849467,16.594504755145 49.2092268886855,16.5945274098999 49.2092435110517,16.593778432733 49.210472967016,16.5935467685228 49.2108470975495))","11","35","0"
"LINESTRING ((16.5950032123033 49.2084103849467,16.5964972798465 49.2088002159217,16.5969391910316 49.2089113407997,16.598444067631 49.2093086044688))","10","0","0"
"LINESTRING ((16.598444067631 49.2093086044688,16.598944919501 49.2084788713674,16.5993152536577 49.2078792143563))","12","50","0"
"LINESTRING ((16.598444067631 49.2093086044688,16.5989573502408 49.2094482093087,16.6001983882373 49.2097663166231,16.6025102953444 49.2103772745023,16.6027455555384 49.2104374113679))","13","0","0"
"LINESTRING ((16.5969312708167 49.2118507986924,16.5973735553912 49.2111259987708,16.5974502996034 49.2109957655133,16.5979600193748 49.2101267746549,16.5983991710121 49.2093844834963,16.598444067631 49.2093086044688))","14","50","20"
"LINESTRING ((16.6043309243847 49.2077027556473,16.604383022091 49.2077521070087,16.6044818633431 49.2077796349233,16.6048278827174 49.207859267522,16.6048893713828 49.2078212943207,16.6058181170357 49.2081093414779))","42","25","0"
"LINESTRING ((16.6043309243846 49.2077027556473,16.6053400667788 49.2059381346087))","43","50","30"
"LINESTRING ((16.6064112296926 49.2041125991261,16.6053400667788 49.2059381346087))","45","50","30"
"LINESTRING ((16.6001282970095 49.2067355019857,16.600173252255 49.206735795257,16.6017350539422 49.2071207742904,16.6025998452231 49.2073177546969,16.6043309243847 49.2077027556473))","44","20","0"
"LINESTRING ((16.6065645111755 49.2038721903799,16.6064112296926 49.2041125991261))","47","50","30"
"LINESTRING ((16.6020261901124 49.2015364712237,16.6014046697785 49.2020678506825,16.6013146311127 49.2021433243191,16.6004845761596 49.2028624327854,16.5995551590154 49.2036631321443))","48","50","25"
"LINESTRING ((16.6026693120807 49.2009820182402,16.6025219720621 49.201104444245,16.6020261901123 49.2015364712237))","49","60","25"
"LINESTRING ((16.6020261901124 49.2015364712237,16.6032955739285 49.2021842693786,16.604454519351 49.2027729385466,16.6057882796209 49.2034734771729,16.6065645111755 49.2038721903799))","50","20","5"
"LINESTRING ((16.6070170152163 49.2030540239045,16.6065645111755 49.2038721903799))","51","55","30"
"LINESTRING ((16.6026693120808 49.2009820182402,16.6032096501778 49.2012457260703,16.6041467021719 49.2017109439961,16.6046220046863 49.2019255328647,16.6051596279075 49.2021807162403,16.6065915020149 49.2028755363343,16.6069305604544 49.2030183211802,16.6070170152163 49.2030540239045))","52","0","0"
"LINESTRING ((16.6004081054528 49.2006951483525,16.6018313526301 49.2014382669218,16.6020261901123 49.2015364712237))","29","0","0"
"LINESTRING ((16.6054560865033 49.199110776566,16.6052634449603 49.199293671456,16.604710691137 49.1997245908553,16.604588014331 49.1998163134575,16.6044836166764 49.1998839241299,16.6042552747498 49.2000321956059,16.6040358601348 49.2001564789674,16.6035713518947 49.2004075659678,16.6029463497695 49.2007645878772,16.6028811838729 49.2008089922106,16.6028193357776 49.200860053702,16.6026693120808 49.2009820182402))","33","70","25"
"LINESTRING ((16.6067461486825 49.199797294527,16.6060401978013 49.1995332383368,16.6056692744949 49.1993821305114,16.6054560865033 49.199110776566))","34","20","10"
"LINESTRING ((16.6054560865033 49.199110776566,16.6054325217447 49.19908018958,16.6050487502047 49.1988668797789,16.6048262460775 49.1987479237099,16.6047515871524 49.1987173240077,16.6045793852851 49.1986506039976,16.6044820435538 49.1986164425936,16.6039574547494 49.1984448484612))","36","25","10"
"LINESTRING ((16.6078456786207 49.2001726659433,16.6074359569549 49.2018535896448,16.6070170152163 49.2030540239045))","37","60","30"
"LINESTRING ((16.6054560865033 49.199110776566,16.606173947785 49.1985211746299,16.6067664445146 49.1980523276357,16.6069867343866 49.1979325071145))","35","85","20"
"LINESTRING ((16.6078456786207 49.2001726659433,16.6077679603587 49.2001601678042,16.6077086846335 49.2001475743184,16.607639107612 49.2001280641688,16.6075293890231 49.2000902519626,16.6067461486825 49.199797294527))","38","25","10"
"LINESTRING ((16.6100688132416 49.1996794598753,16.6095440761026 49.1998683242235,16.6092096326159 49.1999712626159,16.6089377957161 49.2000442553479,16.6085343867109 49.2001358392236,16.6083827082878 49.2001604322889,16.6081110000995 49.2001933088562,16.6078456786207 49.2001726659433))","39","20","5"
"LINESTRING ((16.6082581199399 49.1989051092967,16.608218825959 49.198935719414,16.6081901853127 49.1989639999621,16.6081671700179 49.1989893052812,16.6081422327563 49.1990262600267,16.608118734174 49.1990700552035,16.6080985731887 49.1991247418231,16.6080783980988 49.1992159058192,16.6079821084143 49.1996310407952,16.6078456786207 49.2001726659433))","40","55","30"
"LINESTRING ((16.6064112296927 49.2041125991261,16.6065839559281 49.2041458222245,16.6067993600712 49.2041789031912,16.6101024857479 49.2046836079018,16.6102389320896 49.2046932714716,16.6103638317506 49.2046900873587))","46","20","0"
"LINESTRING ((16.6018895567776 49.2048392612014,16.6020212436675 49.204906675369,16.6023424267008 49.2050095930655,16.6028704022769 49.2051700150967,16.6053400667788 49.2059381346087))","53","0","0"
"LINESTRING ((16.5995551590154 49.2036631321443,16.601023210809 49.2044045482679,16.6018895567776 49.2048392612014))","55","0","0"
"LINESTRING ((16.6001282970095 49.2067355019857,16.6006888570197 49.2060587898908,16.6010238806569 49.205659325923,16.6012108842254 49.2054464583779,16.6013691205407 49.2052405961044,16.6016947567339 49.2049355287944,16.6017760064961 49.2048731799441,16.6018050125841 49.2048588648386,16.6018895567776 49.2048392612014))","54","50","15"
"LINESTRING ((16.6066589531627 49.1998997206932,16.606283134305 49.2003210878132,16.6063067623799 49.2003385004708,16.6063154160833 49.2003521384927,16.6063152896528 49.2003746515691,16.6063080726308 49.200390782937,16.6062927174869 49.2004068803099,16.6060469605831 49.2006548451059,16.6058629175204 49.2008466719528,16.6053613703104 49.2013380899622,16.6052504131979 49.2013496731194,16.6049450531561 49.2016408983953,16.6046220046863 49.2019255328647,16.6051596279075 49.2021807162403,16.604454519351 49.2027729385466,16.6043248568617 49.2028772453689,16.6041798515322 49.2029817580482,16.6022117493333 49.2047053250818,16.6021810465572 49.2047294152669,16.6021507822024 49.2047508501497,16.6020942484998 49.204775795448,16.6020371213588 49.2047926304724,16.6018895567776 49.2048392612014))","56","60","15"
"LINESTRING ((16.6012560515292 49.2129635622452,16.6017797025242 49.2120742898322,16.6019330262474 49.2118155257827,16.6022295760557 49.2113122963792,16.6025199778181 49.2108186707987,16.6027455555384 49.2104374113679))","57","45","20"
"LINESTRING ((16.6043309243847 49.2077027556473,16.6034634014711 49.2091970142731,16.6032397777435 49.2095823112888,16.6027849119502 49.2103682929919,16.6027455555384 49.2104374113679))","41","45","0"
"LINESTRING ((16.6027455555384 49.2104374113679,16.6028041146247 49.2104376093478,16.6041738257475 49.2107912471556,16.6041929585309 49.2108081514042))","58","0","0"
"LINESTRING ((16.6103638317506 49.2046900873587,16.610432633465 49.2046822066218,16.6104752854168 49.2046730166031,16.6105020026262 49.2046625171683,16.6105379057144 49.2046457036737,16.6105715447222 49.2046342472374,16.6105938514998 49.2046270534114,16.6106189537584 49.2046246704714,16.6108130615666 49.2046395927411,16.6118247490104 49.2047779126718,16.6121233715165 49.2048176717479,16.6124023484502 49.2048578661169,16.6131615350521 49.2049636428296,16.6132436043247 49.2049738307569,16.6133617953672 49.2049821981334))","59","15","0"
"LINESTRING ((16.5944830130257 49.2051673355831,16.5934730020589 49.2059920352476,16.5926095716123 49.2067532328866,16.5918333997374 49.207452418901,16.5913546573423 49.2078864342094,16.5898429975555 49.2091973353395,16.5898412879404 49.2091988240101,16.5897042454872 49.2093178981972,16.5895812971586 49.2094110182173,16.5893788686617 49.2095456206787))","5","35","0"
"LINESTRING ((16.5893788686617 49.2095456206787,16.5891826196796 49.209653706903,16.5889731436876 49.2097632959176,16.5888093286114 49.2098406332964,16.5885675574884 49.2099346231284,16.5882634167765 49.2100380863131,16.5880557987685 49.2100965285148,16.5877583638132 49.2101680395685,16.5869318918842 49.2103310187298))","6","30","0"
"LINESTRING ((16.5893788686617 49.2095456206787,16.5895879977702 49.2097002166356,16.5897127390894 49.2097907508721,16.5898085774631 49.2098415145418,16.5899089288146 49.2098766789701,16.5906517801197 49.210083724873,16.5907872282909 49.2101214703065))","7","15","0"
"LINESTRING ((16.5907872282909 49.2101214703065,16.5901975584347 49.2110515162955,16.5897593758468 49.2117525271033,16.5892262715673 49.2125331796976))","8","15","0"
"LINESTRING ((16.5907872282909 49.2101214703065,16.5916931989677 49.2103601048418,16.5924912216158 49.2105703029652,16.5935467685228 49.2108470975495))","9","15","0"
"LINESTRING ((16.5936998447545 49.1983370284745,16.5935691911828 49.1982982678057,16.5935039419792 49.1982846818209,16.593431030311 49.1982723609539,16.5933832927656 49.1982680680543,16.5932705827392 49.1982618769152,16.5919535022792 49.1982437283951,16.5916066758238 49.1982435278927,16.5910571071296 49.198312509407,16.5906227618976 49.1983766446703,16.5900527594415 49.1985433061927,16.5899289768198 49.1985748581428,16.5897796245949 49.1986016093382,16.5883482622598 49.1987677873568,16.5881078317332 49.1988052537342,16.5871672369667 49.1990943109695,16.5866759638099 49.1992666942543,16.5865096654008 49.1993417061583,16.5863415321199 49.1994206307368,16.5862991222886 49.199440864249,16.5862517611893 49.1994714194079,16.5861539142193 49.1995478293507,16.5860069029256 49.1996802914211,16.585908443058 49.1997671592126,16.5858685750958 49.1997932174225,16.5858091697951 49.1998299901735,16.58565405477 49.1999101372986,16.5851022120259 49.2001836342361,16.5838957385105 49.2007353929088,16.5834484200208 49.2009761314017,16.5831848857633 49.2011325837676,16.582794388809 49.2013845853876,16.582358712336 49.2016698366038,16.5821167698562 49.2018703435469),(16.5819203837777 49.2020319549909,16.5815348905491 49.2023972396209,16.5817756308117 49.2025010679675,16.5813670537631 49.2028802696017,16.5813169834483 49.2029293182182,16.581266969644 49.2029800261288,16.5812435106504 49.2030085790776,16.5812302782862 49.2030268055515,16.581215176824 49.2030514027514,16.5812067077739 49.2030688733145,16.5812018889716 49.2030812213729,16.5811978705156 49.2030939881321,16.5811927753969 49.2031191789876,16.5811914270192 49.2031314933174,16.5811907108703 49.203146159141,16.5811952355867 49.2032020461235))","67","12","0"
"LINESTRING ((16.599405494422 49.226968807128,16.5991824816073 49.226908478795,16.5989999416138 49.22685311754,16.5987776034772 49.2267669854158,16.5986599935494 49.226712337146,16.5984695529031 49.2266178829134,16.5982064449669 49.2264650915041,16.59779093176 49.2262292237587,16.5976959717034 49.2261804314097,16.5975880405457 49.2261299052277,16.5973286415613 49.2260273936627,16.5970006246342 49.2259155837999,16.5965506475418 49.2257763107196,16.5965472115523 49.2257210729543))","70","30","0"
"LINESTRING ((16.5994054944219 49.226968807128,16.5996462624925 49.2270136240362,16.5998145316016 49.2270366767912,16.5999613079647 49.2270510602943,16.6001179104521 49.2270586326926,16.6002254039067 49.2270633572773,16.6003904359926 49.2270533462594,16.600516154272 49.2270405486232,16.6006112951386 49.2270255836879,16.6006833776502 49.2270080799333,16.6007359392262 49.2269925392754,16.600827973016 49.2269570931015,16.6009236938982 49.2269118681975,16.6010006033226 49.2268609684155,16.6010826473496 49.2267915283878,16.6011439744365 49.2267279465648))","71","35","0"
"LINESTRING ((16.6051557755195 49.1922637616974,16.6049516335198 49.192856031021,16.6046681852612 49.1936823716315,16.6045401535924 49.194033920937,16.6043685990992 49.1945189648496,16.6041810239638 49.1950550628303,16.6040971698062 49.1952604103168,16.6037467761135 49.1962736688858))","77","50","30"
"LINESTRING ((16.6082327747332 49.1925083527748,16.6083017006945 49.1925027987824,16.6083587284588 49.1925084676864,16.6083786354485 49.1925121937407,16.6089861267215 49.192651258166,16.6090927503004 49.192684563518,16.6092258928558 49.1927287835215,16.6099011606125 49.1929594128909,16.6099690437297 49.1929849529174))","84","30","5"
"LINESTRING ((16.6099690437297 49.1929849529174,16.6099334241303 49.1930232765852,16.6095306389335 49.1934427930116,16.6091092786774 49.1938859385004,16.6089027381521 49.1941005953041,16.6088158962339 49.1941970125281,16.6087482913894 49.194281306617,16.6086907354926 49.1943575571273,16.6086445304864 49.194430170765,16.6085777851598 49.1945478202384,16.6085012874083 49.1946768989777,16.608398449054 49.1948686020579,16.6083054136525 49.1950636227129,16.6082629570594 49.195144461443,16.6081159482 49.1954886174182,16.6077974224908 49.1962412843185,16.6076801004815 49.196539143918,16.6076288544746 49.196654002052,16.6073638243956 49.1973276161286,16.6072924396052 49.1974967643199,16.6071948005672 49.1976945337449,16.6071567133888 49.1977605768074,16.607127114794 49.1978036139461,16.6070986779726 49.1978354271692,16.6070711593834 49.1978625116102,16.6070399424831 49.1978894244327,16.6069867343866 49.1979325071145))","78","100","35"
"LINESTRING ((16.6069867343866 49.1979325071145,16.6074341061661 49.1983393118527,16.6076272014465 49.1985094628203,16.6077480681901 49.1986201445003,16.6077930229488 49.1986521831573,16.6078352677125 49.1986780600984,16.6079139647552 49.198722257987,16.6079950697435 49.1987660837181,16.6082581199401 49.1989051092967))","79","30","0"
"LINESTRING ((16.6082581199399 49.1989051092967,16.6090161986937 49.1992989058752,16.6091537367111 49.1993587582069,16.6092490695345 49.1993983447208,16.6093087530618 49.1994197580387,16.6100688132416 49.1996794598753))","86","35","15"
"LINESTRING ((16.6118423125276 49.1973057713755,16.6118000013403 49.1973514366362,16.6117488667867 49.1973995522929,16.6117166387584 49.1974267563719,16.6116773644723 49.1974540041215,16.6116323492111 49.1974817497735,16.6115747938352 49.1975110494371,16.6114959414333 49.197545624482,16.6113427307483 49.1976101180072,16.6094237894161 49.1984027516285,16.6087595701602 49.1986783310924,16.6083997347673 49.1988314764094,16.6083536803361 49.1988512782481,16.6083150963344 49.1988709761871,16.6082581199399 49.1989051092967))","87","30","0"
"LINESTRING ((16.6100688132416 49.1996794598753,16.6106336947874 49.1998731432796,16.6108081331561 49.1999284613809,16.6111148883678 49.2000494548774,16.6114210873579 49.2001671337952,16.6117344840883 49.2002780855705,16.6122878704732 49.2004657993237,16.6126135418928 49.2005794265953,16.6130387334966 49.2007265375555,16.6136534077133 49.2009381475342,16.6140879961492 49.2010834682938,16.6141726340445 49.2011126150455))","88","55","25"
"LINESTRING ((16.6139310851671 49.1982054168667,16.6138258885703 49.1982887797449,16.6137580116832 49.1983382434234,16.6136666764613 49.1983929474457,16.6135755379566 49.198440429415,16.6133984840007 49.1985219604594,16.6132344749054 49.1985859813941,16.6106410834735 49.19948690498,16.6100688132416 49.1996794598753))","89","25","10"
"LINESTRING ((16.6156291857246 49.1961114244753,16.6141840590956 49.1979572985443,16.6140693386611 49.1980784281299,16.613931085167 49.1982054168667))","90","15","5"
"LINESTRING ((16.6150136270391 49.1916779108672,16.6151220827827 49.191892355668,16.6153634374748 49.1924908935739,16.6154549740091 49.1927221031539,16.6157008378748 49.1932157036221,16.6158119998316 49.1932770190627,16.6163869459564 49.1945186692813,16.6164110739499 49.1945966977706,16.6164340014439 49.1947069676458,16.6164401952113 49.1947608341138,16.6164441965861 49.194828004166,16.6164392791197 49.1949327122782,16.6164288577803 49.1949959490077,16.6163892177903 49.1951408459498,16.6163522842351 49.1952194908295,16.6163050168251 49.1953118489062,16.6161868574088 49.195474433297,16.6158232557763 49.195881854863,16.6156291857246 49.1961114244754))","91","10","5"
"LINESTRING ((16.6145241751579 49.1957082148584,16.6156291857246 49.1961114244753))","92","80","25"
"LINESTRING ((16.6156291857246 49.1961114244754,16.6159256170786 49.1962203601503,16.6160267599597 49.1962611121615,16.6160886239484 49.1962875425267,16.6161149951508 49.1962992047652,16.6161708577257 49.1963329074674,16.6163954204686 49.1964866823782))","93","80","25"
"LINESTRING ((16.6139310851671 49.1982054168667,16.6140110420695 49.1982532993363,16.6140897455182 49.1982782274976,16.6145653102866 49.1983807271802,16.6150836689758 49.1984924046327))","94","25","10"
"LINESTRING ((16.6127722891507 49.1977053850732,16.613931085167 49.1982054168667))","95","23","10"
"LINESTRING ((16.6232550808395 49.1990126955645,16.6239143384267 49.1991525385724,16.625315239006 49.1994469551305,16.6255364261264 49.1994959675165,16.6255955540637 49.1995107299622,16.6256402827519 49.1995249266581,16.625680340415 49.1995415065422,16.6257241498205 49.1995629644573,16.6257727045652 49.1995941643537,16.6258215170339 49.199634698531,16.6258597210121 49.1996751158696,16.6258916859112 49.1997257649315,16.6259566258746 49.1998787799011,16.6260347532868 49.2000975778261,16.6260841178195 49.2003007752881,16.6261220286888 49.2006163127262))","96","45","0"
"LINESTRING ((16.6189560687934 49.1979223976985,16.6195026397855 49.1981342779535,16.6200110288961 49.1982922603865,16.6204727607617 49.1984117554075,16.6206497331231 49.198450956829,16.6212138003868 49.1985826624807,16.6221052803527 49.1987674427752,16.6221888969838 49.1987847712332,16.6226897498343 49.1988910414131,16.6232550808395 49.1990126955645))","97","50","0"
