"WKT","id","prac_clk","vik_clk"
"LINESTRING ((16.6261850618721 49.1879097333713,16.6269315812085 49.1881571578878,16.6274085900464 49.1882872983191,16.6277409185446 49.1884035909791,16.6285967398758 49.1887684428646))","572","20","5"
"LINESTRING ((16.6261850618721 49.1879097333713,16.6258598571043 49.1877988236196,16.6257385506401 49.1877687194545,16.625659244372 49.1877549894042,16.6255602568916 49.1877436302101,16.6254093856829 49.1877343635527,16.6253250412484 49.1877326321454,16.6252206576014 49.1877387997043,16.6251212722375 49.1877499786879,16.6250727896862 49.1877579827538,16.6250233785991 49.1877685260309,16.6249711081567 49.1877821051095,16.6248859616811 49.1878102277303,16.6248207832386 49.1878348239687,16.6247647685929 49.187858322592,16.6245936030426 49.1879415768115,16.6243748024506 49.1880659893992,16.6242787526767 49.1881103808854,16.6241840273474 49.1881467256706,16.6240911363511 49.1881773752806,16.6239865219245 49.1882037134346,16.6239532967765 49.1882223022316,16.6239220626503 49.1882503389215,16.6239020850199 49.1882908033299))","573","15","0"
"LINESTRING ((16.6261850618721 49.1879097333713,16.626157812794 49.1883131745381,16.6261411722152 49.1884884882562,16.6261173083456 49.1885944154287,16.6260985683771 49.1886419592058,16.6260220165103 49.1888148909716,16.6259663798444 49.188901404628,16.625884801777 49.1889594019726))","574","0","0"
"LINESTRING ((16.6239020850199 49.1882908033299,16.6247123597611 49.1884323964456,16.6249529513932 49.1884940013198,16.6251733296202 49.1885643968518,16.6254606262991 49.1886994002258,16.6254804040337 49.1887628458282,16.6256126610938 49.1888446464332,16.6257631009244 49.1889484450441,16.625884801777 49.1889594019726))","575","0","0"
"LINESTRING ((16.625884801777 49.1889594019726,16.6255086000665 49.1891675124671,16.6254042858118 49.1892144048366,16.6252345022871 49.1892641747528,16.6250743621558 49.1892905672889,16.6249608216086 49.1893096725613,16.6248199995892 49.1893268484723,16.6224336693056 49.189320875965,16.6209141431821 49.1896656189326))","576","0","0"
"LINESTRING ((16.6428021087122 49.1883087835122,16.6412720517992 49.1886349503127,16.6393923375387 49.1890264102041,16.638987967417 49.1891199671611,16.638824965866 49.1891688781641,16.6385811049459 49.1892950195462,16.6383290855771 49.1894170571329))","577","15","0"
"LINESTRING ((16.630983823017 49.176697242822,16.6311083070132 49.1768242376287,16.6311679728892 49.1775025567437,16.6311680535012 49.177533947571,16.6310413341262 49.1781434683,16.6308130064482 49.17921730814,16.6305354325387 49.1805250909975,16.630282781724 49.1816258835743,16.6301361788135 49.1822655651312,16.6300816814779 49.1824811379741,16.6300284250271 49.1827118127487,16.6299831920449 49.1829322914206,16.6299347195591 49.1831808510803,16.6298350107956 49.1836402394996,16.6298050242802 49.183822541758,16.6297527516651 49.184093354177,16.6296397127002 49.1846027221778,16.6295196265482 49.1851549162786,16.6293881067409 49.1857606609968,16.629298858843 49.1861714951672,16.6291894972996 49.1866819371778,16.6291105490129 49.187037693453,16.6290375822365 49.1873654721034,16.6289737318378 49.1876680272301,16.6289074186304 49.1879629011658,16.6288440839327 49.1882321177334,16.6288351165801 49.1882721127805,16.6288103877513 49.1883824108762,16.6287842613977 49.1884640469602,16.6287487390436 49.1885482750014,16.6287142836668 49.1886184686902,16.6286619872068 49.1887115507063,16.6285967398758 49.1887684428647))","578","90","80"
"LINESTRING ((16.6169044804105 49.1659279850187,16.6168931961404 49.1659469218514,16.6168823457891 49.1659605438747,16.6168576372415 49.1659774084304,16.6168417170393 49.16598529873,16.6168208331387 49.1659920053654,16.6167968631733 49.1659965126062,16.6167772294486 49.1659982245353,16.6167543256057 49.1659988546472,16.6167237626593 49.1659964097537,16.6166828058317 49.165989321341,16.6166358417942 49.1661658532583,16.6166034411047 49.1663694478241,16.6165770908531 49.1665392359187,16.6164250666705 49.1674982643913,16.6162075755981 49.1688187039626,16.6160645490395 49.1705746837185,16.6160535629132 49.1706447273166,16.6160287686232 49.1707416513355,16.6159871508667 49.1709105572267,16.6159436174358 49.1710358214307,16.6156371896853 49.1718626228931,16.6155880211024 49.1719977991741))","579","10","5"
"LINESTRING ((16.6169044804105 49.1659279850187,16.6169077733115 49.1659132669936,16.6169108960404 49.1658945571588,16.6169079911026 49.165880286605,16.616903603928 49.165867059782,16.6168904481704 49.1658486171566,16.616876015364 49.1658352487289,16.6168519094595 49.165819476715,16.6168212513248 49.1658089841771,16.6167851675069 49.1658021233166,16.6167521558947 49.1658006446635,16.6167284131024 49.1658012605728,16.6167372040442 49.1656797950035,16.6167797607771 49.1654461851228,16.6168008160947 49.1653653224146,16.6168166992945 49.1653108391989,16.6168298642979 49.1652793093925,16.6168464866797 49.1652474727022,16.6168641484472 49.1652196260658,16.6168955956832 49.1651737342908,16.6169375379945 49.1651263426424,16.617185130328 49.164889091155,16.6182266669017 49.1639330859901,16.6183680501708 49.1637897865299,16.618432190047 49.1637177180532,16.6187617011265 49.1632711683619,16.6198553932907 49.1617828648248,16.6198611494065 49.1617752947792,16.6199222233244 49.1616899841046,16.6199699398235 49.1616011951557,16.6200354596059 49.1614637389627,16.620372602683 49.1604478098642,16.6204175543334 49.1602526383731,16.6206622186123 49.1591750787564,16.6207267424303 49.1589632031843,16.6208346350602 49.1587266302034,16.6211200490587 49.1582493685717,16.6214386070008 49.1577382734774,16.6216769776186 49.157266409173,16.621816681154 49.1569672089701,16.6218867213232 49.1567750616274,16.6219322806801 49.156613851312,16.6219569598836 49.1564870076621,16.6219817199968 49.156267152482,16.6219795353908 49.1561184361372,16.6219642177531 49.1558851071285,16.621930733186 49.1555937356013,16.6218858363434 49.1552534736885,16.6217811986009 49.1547210755967,16.621588691219 49.153820399768,16.6214366453411 49.1532059993809,16.6214171010643 49.1530673417871,16.6214150097779 49.152971951313,16.6214243141544 49.1528948784924,16.621455337445 49.1527179142439,16.6215040434334 49.1525028748437,16.6215811552305 49.1521687539111,16.6216805336468 49.1516591652923,16.6217154514378 49.1513631569686,16.6217333494065 49.1511487946085,16.6217394319545 49.1508729951564,16.6217750105836 49.1501556334915,16.62179666521 49.1498027889091,16.6218107184518 49.1494433460886,16.6218033487383 49.1491626506208,16.6217753907013 49.1489231168561,16.6216271347084 49.148211009731,16.6216041881765 49.1481127315768,16.6215402783195 49.1478204530383,16.6214497607557 49.1474680776271,16.6213824898016 49.1472693923607,16.6212483632296 49.1470789976956,16.6203257686053 49.1459825492879,16.6200175612431 49.144907697824,16.6200077972318 49.1448869356964,16.6199916786867 49.1448671707044,16.6199715534034 49.1448518976435,16.6199516160552 49.1448401744414,16.6199153408764 49.1448240108375,16.6198863410693 49.1448149109933,16.6198526123779 49.1448077374458,16.6198189783886 49.1448023343494,16.6197640825371 49.1447979489016,16.6197220792518 49.1447967377709,16.6196278928035 49.1447991208949,16.6194900378463 49.1448069765484,16.619446482087 49.1448058995721,16.6194150416805 49.1448011582354,16.6193784371458 49.1447905156445))","580","20","20"
"LINESTRING ((16.6057104974955 49.1633060813016,16.6058254006454 49.1633291004332,16.6058956831513 49.1633440163576,16.6059267800987 49.1633522457524,16.605951655885 49.1633603957385,16.6059740588861 49.1633689040083,16.6059974968185 49.1633792494541,16.6060228834208 49.163392582282,16.6060510418597 49.1634087618768,16.6060733687229 49.1634225832128,16.6061112842669 49.163451692696,16.6061349421823 49.1634705741435,16.6061604942385 49.1634927737688,16.6061838038092 49.1635153570584,16.6062050863417 49.1635404467887,16.6062272584112 49.1635724376507,16.6062459337058 49.163605392563,16.6062615087102 49.1636389145279,16.6062742862361 49.163682124336,16.6062833040892 49.1637298161679,16.6062965229461 49.1637995411562,16.6063034759852 49.1638304798543,16.6063115893024 49.1638543823837,16.6063204887902 49.1638736010607,16.6063349666252 49.1638991398308,16.6063503090461 49.1639216103252,16.6063757286255 49.1639554052732,16.6063915701646 49.1639740127411,16.6064095661819 49.163992185062,16.6064337641973 49.1640128956397,16.6064631244075 49.1640359260121,16.6064924195988 49.1640549176759,16.6065335992939 49.1640782887125,16.6065817773695 49.1641024635387,16.606628597493 49.1641219923909,16.6066831545682 49.164138515164,16.6067366860378 49.1641502165366,16.6067850458527 49.1641568115557,16.606828878337 49.1641615026364,16.6068758156525 49.1641639264792,16.6069268902646 49.164163676906,16.6075883156185 49.1641552842562,16.6077204454732 49.1641570729842,16.6077942012838 49.1641607195779,16.6079072202344 49.1641722603719,16.6080331065809 49.1641891635019,16.6081235673818 49.1642052643581,16.6081718809764 49.1642153197442,16.6082330365358 49.1642314774229,16.6086696781083 49.1643619831087,16.6088351146702 49.1644078021292,16.608919595829 49.1644282179859,16.6090123257264 49.1644503039392,16.6090751189522 49.1644634747893,16.6092505214479 49.1644961155692,16.6095531377634 49.1645481575064,16.6097595665752 49.1645860359195,16.6099449980684 49.1646210145772,16.6103120393968 49.1646945803668,16.6104647369311 49.1647271565632,16.611882219551 49.1650345015332,16.6122826691645 49.1651146159176,16.6132209225137 49.1652674773096,16.6142237603052 49.1654084443035,16.6150241381952 49.1655250208697,16.6154704170463 49.1656007721866,16.6156387150622 49.1656341295434,16.6157789790328 49.1656668577284,16.6163369290108 49.1658358990831,16.6163915245912 49.1658514608644,16.6164636517207 49.1658678572471,16.6165166852657 49.1658758191494,16.6166090618813 49.1658881050381,16.6166209017625 49.1658636178225,16.6166336061346 49.1658439313636,16.6166478149815 49.1658308547432,16.6166646288538 49.1658191294077,16.6166861931526 49.1658092962285,16.6167104576969 49.165804004882,16.6167284131024 49.1658012605728,16.6167521558947 49.1658006446635,16.6167851675069 49.1658021233166,16.6168212513248 49.1658089841771,16.6168519094595 49.165819476715,16.616876015364 49.1658352487289,16.6168904481704 49.1658486171566,16.616903603928 49.165867059782,16.6169079911026 49.165880286605,16.6169108960404 49.1658945571588,16.6169077733115 49.1659132669936,16.6169044804105 49.1659279850187))","581","30","30"
"LINESTRING ((16.6199434581837 49.1724282297069,16.6199139062157 49.1724669573443,16.6197975287208 49.172651130901,16.619707470304 49.1727850418768,16.6196741737242 49.1728540489072,16.6196528568699 49.1729005681878,16.6196332359352 49.1729501923177,16.6196193669583 49.1729958820709,16.6195995389447 49.1730593301779,16.6195901023044 49.1731166397535,16.6195704788333 49.1731721428617,16.619543998109 49.1732000893015,16.6194725476535 49.1732591867802,16.6194425918266 49.1732886328709,16.6194092042474 49.1733322173639,16.6193138150226 49.1734859208739,16.6192943967507 49.1735209066487,16.6192609960438 49.1735905393973,16.6192028462437 49.1737400953228,16.6191107861966 49.1740980865912,16.6190497795311 49.1744249909878,16.6190241324669 49.1746192681569,16.6189990873796 49.174827480856,16.6191042715569 49.1748715040832))","584","120","130"
"LINESTRING ((16.6275580848623 49.1413216876176,16.6275596783163 49.1413472162599,16.6275614978291 49.1413571133949,16.6275680615876 49.1413683411667,16.6275914802616 49.1414120566164,16.6276011682858 49.1415510371274,16.6276194267544 49.1417955437414,16.6276313888149 49.1420246808825,16.6276327562599 49.1422385966623,16.6276123714171 49.1426066342246,16.6275966443727 49.142779452848,16.6275819026732 49.1429865305289,16.6275716476861 49.1430992266568,16.6275557385357 49.1433553349809,16.6275463669191 49.1435247140464,16.6275426793029 49.1436771292911,16.6275376499461 49.1437689399039,16.6275351438057 49.1438227600117,16.627540886179 49.1439102677237,16.6275569755305 49.1440673384611,16.627571896416 49.1441929410666,16.6275799886028 49.1442317731333,16.6275926516544 49.144270476379,16.6276108021797 49.1443076684905,16.6276433571455 49.1443620699868,16.6276938077963 49.1444417968463,16.6277157624264 49.1444768159985,16.6277325409917 49.1445089363678,16.6277597717214 49.1445672121458,16.6277762402655 49.1446070890905,16.6277910733048 49.1446560759995,16.6277966780363 49.1446815266352,16.6278241271332 49.1448181457335,16.6278394302082 49.1449011743005,16.6278436944117 49.1449649704458,16.6278470975891 49.1450784520211,16.6278468651509 49.1451914050176,16.6278419008474 49.1453549453911,16.6278358999269 49.1454954386503,16.6278236656318 49.1456520428465,16.6278224196892 49.1457065852291,16.6278264500554 49.1457751585588,16.6278347050371 49.1458717078482,16.627841901525 49.1459931458635,16.6278421692537 49.1460661562623,16.6278363648423 49.1461911968259,16.6278277723657 49.1462694594596,16.6278124053814 49.1463553830948,16.6277925232686 49.1464528359511,16.6277850606583 49.1465118136311,16.6277796706491 49.1465544945234,16.6277792252066 49.1465932651577,16.6277818516417 49.1466318008934,16.6277963374604 49.1467147715882,16.6279276900696 49.1471922231457,16.6279567420504 49.1472880730069,16.6279836016232 49.1473628742836,16.6280447783896 49.1475082106771,16.6281332016296 49.1477360636571,16.6281694979484 49.147827270396,16.6281838380324 49.1478557810517,16.6282060965017 49.1478906405629,16.6282256478666 49.1479168064545,16.628239883826 49.1479333706193,16.6282661590741 49.147953861737,16.6283115181495 49.1479823960789,16.6283537224764 49.1480066370654,16.628388798131 49.1480281125236,16.6284303892124 49.1480569229304,16.6284683672098 49.1480867439847,16.6284985123309 49.1481122120911,16.628530537552 49.1481413406552,16.6285807702377 49.148197263528,16.6286278789832 49.1482612865712,16.6286478783739 49.1482922777899,16.6286670987949 49.1483280076292,16.6286770203815 49.1483506883057,16.628691907495 49.1483918098015,16.6287029143659 49.1484565350091,16.6287158522394 49.1485413857684,16.6287251863754 49.148632222486,16.6287301149192 49.1487137932176,16.6287296174207 49.1488585648757,16.6287240203995 49.1489362253495,16.628709595037 49.1490533296578,16.6286969626312 49.1491318491635,16.6286721117201 49.1492469496987,16.6286461956098 49.1493425286144,16.6286228155145 49.1494151323032,16.6285828284785 49.1495216549359,16.6285537517245 49.149590328173,16.6284928065118 49.1497203317777,16.6284401912425 49.1498172780708,16.6283665669394 49.1499489172459,16.628311912023 49.1500498798215,16.6282284839909 49.1502168236383,16.6278383417294 49.1509585725395,16.6275836199743 49.1514242671034,16.6274342697205 49.1517178771816,16.6273704157707 49.1518177365073,16.6272893718604 49.1519441471528,16.6271916343974 49.1521150529049,16.6269775217787 49.1525190401096,16.6268226492701 49.1528210325841,16.6267923037053 49.1528973944056,16.6267627795648 49.1529838540645,16.6267303383454 49.1530620574653,16.626669057285 49.1531747613557,16.6265401258926 49.1533827142274,16.6264690977489 49.1534993412759,16.6264113365593 49.153619982224,16.6263589658701 49.1537438988974,16.6263136647179 49.1538273428221,16.626235016754 49.1539433402176,16.6261843244097 49.1540235083268,16.6261553239992 49.1540749111651,16.6260997459987 49.1541747225797,16.6260498860627 49.1542766570829,16.625937661819 49.1544903141622,16.6258736679921 49.1546094286185,16.6258669460245 49.1546154200255,16.6258609579696 49.1546194644602,16.6258353086633 49.1546328810317,16.6258510752391 49.1546523033194,16.625858836245 49.1546647282959,16.625868954462 49.1546861297007,16.6258741618441 49.1547020914027,16.62588376581 49.1547500119628,16.6258841240527 49.1547874918444,16.625879764006 49.1548171035526,16.6258758888984 49.1548343762818,16.6258608749926 49.1548756074476,16.6258446631197 49.1549012329641,16.6258403112632 49.1549089116017,16.6258336915974 49.1549178859889,16.6257877318058 49.1549731267493,16.625734762937 49.1550345104383,16.6257158574378 49.1550598277668,16.6256827878239 49.1551128239468,16.6256702603646 49.1551389362723,16.6256563204642 49.1551694439241,16.6256463420339 49.1551957366138,16.6256358789299 49.1552353722775,16.6256313460221 49.1552556375158,16.6256149726729 49.1553697731135,16.6256094236274 49.1553931140444,16.6256015552176 49.1554189862132,16.625589905533 49.1554450430648,16.6255173308642 49.1555943478557,16.6253986044515 49.1558407119703,16.6253813901369 49.1558723446364,16.6262008184735 49.1560730511293,16.6261431641722 49.1561728966806,16.6260274067916 49.1564080116049,16.6258858497806 49.1566901429803,16.6257886381321 49.1569097466661,16.6257366796051 49.1570789165292,16.6256975315173 49.157282549013,16.6256694052944 49.1575046891663,16.6256574424587 49.1577937286779,16.6256724915348 49.1580049042337,16.6257061216322 49.1581978576751,16.6257501460042 49.1584139776152,16.6257819372018 49.1585401406967,16.6257986226651 49.15865501437,16.6257996399607 49.1587519561534,16.6257794244108 49.1589444463743,16.6257711362045 49.1591512843634,16.625770460487 49.1591683040924,16.6257719139985 49.1593548202503,16.6257850656483 49.1594249434609,16.6257914256801 49.1594592209889,16.6258135214438 49.1595034757351,16.6258388222923 49.1595466909637,16.6258976680791 49.159628277784,16.6259666656686 49.1597236072985,16.6259735629693 49.1597344967921,16.6259756487209 49.1597461312483,16.6259729766047 49.1597539920675,16.6259636551048 49.1597645481277,16.6258940973897 49.159827734285,16.6258699249464 49.1598514399727,16.6258544054605 49.1598703309743,16.6258380771022 49.1598941393857,16.6258235260973 49.1599222341508,16.6258140179894 49.1599473391257,16.6258064569477 49.1599773755987,16.6258003989663 49.1600175581396,16.6257981506762 49.1600471564589,16.6257997115968 49.1600753962165,16.6258339028356 49.1603085480305,16.6258366692522 49.1603386820322,16.6258344543494 49.1603689158483,16.6258298261837 49.1603886678587,16.6258232109595 49.1604263688807,16.6258040836593 49.1604755760531,16.625775518804 49.1605519734989,16.6257642592731 49.1605843712994,16.6257604767894 49.1606098813641,16.6257567504837 49.1606593641181,16.6257599944352 49.1607067170234,16.6257688471982 49.1607677626005,16.6257815708909 49.1608245596412,16.625790007094 49.1608529240229,16.6258076725429 49.1609014781238,16.6258254335242 49.1609385520862,16.6259340995309 49.161138170558,16.6259372776007 49.161144003171,16.6259405840632 49.1611482168042,16.6259568668284 49.1611615792378,16.6257011676309 49.1612823266057,16.6256592709686 49.1613140040193,16.6256352832526 49.1613416120444,16.6256100866851 49.1613790838188,16.6255821647049 49.1614415073089,16.6254792398257 49.1617402109165,16.6253462029549 49.1621029015474,16.6252712510061 49.1622659223535,16.6250696764341 49.1626696208636,16.6249574265541 49.1628983813747,16.6249128321197 49.1629674037066,16.6247761312392 49.1631787866187,16.624496069235 49.1635715948468,16.6242471750736 49.1639283485084,16.6240321528781 49.1642317825745,16.6238808978598 49.1645164834496,16.6237399025209 49.1647748662194,16.6235366363591 49.1651182957427,16.6234866679321 49.1652199510997,16.623443068391 49.1653767783012,16.6234050773391 49.1657576808148,16.6233962877832 49.165976214862,16.6233975191582 49.1660525498401,16.6234087517579 49.1661552798195,16.6234204345092 49.1662351582505,16.623440457812 49.1663205110729,16.6234567378238 49.1663582041482,16.6234335897782 49.1664384810017))","586","200","220"
"LINESTRING ((16.6234335897782 49.1664384810017,16.6234148100348 49.1665036084949,16.6234107199664 49.1665325700232,16.6234097098684 49.1665372832568,16.6234072840498 49.1665420500734,16.6233987688785 49.1665515505885,16.6233561173147 49.1665912149855,16.623262700407 49.1667112139802,16.6232218062752 49.1667595591069,16.6231743782161 49.1668200322546,16.6231484996917 49.1668649717787,16.6231358204933 49.1668960027784,16.6231184608873 49.1669667892324,16.6230504218626 49.1675905988263,16.6230303238606 49.1677016580486,16.6229784032395 49.1679270441258,16.6229468973861 49.168021928933,16.6229405994248 49.1680349690986,16.6229130966496 49.1680755245262,16.6228884254233 49.16812259361,16.6228857460671 49.1681341803698,16.6228849991891 49.1681703158622,16.6228913680716 49.1682358802438,16.622893045962 49.1682874549855,16.6228777571935 49.1684183189961,16.6228108888751 49.1687092081926,16.6227911954712 49.1688636479028,16.6227720467382 49.1689578695318,16.62274603066 49.1690400097343,16.6226783425692 49.1692045389789,16.6225703191707 49.1694322682595,16.6223720284518 49.1697893001704,16.6221290469559 49.1701822519788,16.6219904496425 49.1704074736633,16.6216548226073 49.1706310433069,16.6214729324031 49.1708520067849,16.6213049783268 49.1709872977709,16.6210605788869 49.1712163267884,16.6208877227645 49.1714103703153,16.620524912769 49.1716629017083,16.6202451866003 49.1719563076089,16.6201315454454 49.1722136735125,16.6199449477621 49.1724264719043))","587","180","220"
"LINESTRING ((16.6275580848622 49.1413216876175,16.6276553523228 49.1413187115315,16.6282661887077 49.1413035941237,16.6283611468902 49.1412979757817))","589","120","190"
"LINESTRING ((16.6244588878422 49.1321047521501,16.6244836743349 49.1324322289661,16.6248201129521 49.1372735219207,16.6248372736916 49.1373641765277,16.6248375858912 49.1373661342243,16.6249062985947 49.1376809650596,16.6249888308146 49.1380207428637,16.6250758923418 49.1384109495189,16.6251718238403 49.1388352497449,16.6252370298743 49.1391689164012,16.625287340846 49.1395613149466,16.6253244162634 49.1398774331056,16.6253338268276 49.1399669194454,16.6253708547768 49.1402606934414,16.6253807161483 49.1403214491146,16.6253847737907 49.1403403686701,16.6253932345653 49.1403652076808,16.6254040628695 49.1403882244055,16.6254185236141 49.140414302135,16.6254348978385 49.1404354501965,16.6254503130718 49.1404523697552,16.6254608535852 49.1404628842388,16.6254752029584 49.1404753868329,16.6255069947177 49.140498349733,16.6255514825095 49.140523748871,16.6255769141353 49.1405367645081,16.6256037927497 49.1405485258321,16.625632837044 49.1405605308829,16.625660263589 49.140569798423,16.6257113400477 49.1405836342127,16.6258665973557 49.1406312545478,16.6259489932475 49.1406642207383,16.6259850623123 49.1406796172205,16.6260236442992 49.1406981763345,16.6260804531655 49.140726618026,16.6261540992074 49.1407717179696,16.6262686239613 49.1408406949677,16.6263140087626 49.1408698656204,16.6263505572526 49.1408966019193,16.6263813059921 49.1409259125311,16.6264042017102 49.1409526774981,16.6264276330285 49.1409837314271,16.6264416268618 49.1410101377245,16.6264529647433 49.1410350897792,16.6264641393719 49.1410669043369,16.6264748762779 49.1411206668121,16.6265321126219 49.141382132863,16.626556062359 49.1414913706123,16.6265747401324 49.1415655936224,16.626581381172 49.1415771887255,16.6265914024809 49.1415866713971,16.6266071875086 49.1415954765852,16.626653472639 49.1416166608725,16.6267076401605 49.14156893882,16.6268030440242 49.1414942870909,16.6268892482898 49.1414420485339,16.6269797528906 49.1413963551611,16.627032052588 49.1413784391237,16.6271662463203 49.1413462388454,16.6272341493266 49.1413340397397,16.6273594763405 49.141327260837,16.6275580848623 49.1413216876176))","591","65","90"
"LINESTRING ((16.6275580848623 49.1413216876176,16.6273594763405 49.141327260837,16.6272341493266 49.1413340397397,16.6271662463203 49.1413462388454,16.627032052588 49.1413784391237,16.6269797528906 49.1413963551611,16.6268892482898 49.1414420485339,16.6268030440242 49.1414942870909,16.6267076401605 49.14156893882,16.626653472639 49.1416166608725,16.626581941218 49.1416794347343,16.6265045471052 49.1417753499158,16.6263650857427 49.1419536122818,16.6263252333209 49.1420006288077,16.6262570033681 49.1420701484486,16.6261606460018 49.1421514255381,16.6261057776871 49.1421891485151,16.6260392426263 49.1422307490815,16.6259464840271 49.1422834277607,16.6258437690093 49.1423337736455,16.6257446896813 49.1423754223988,16.6255987978714 49.1424275964171,16.625424674671 49.1424795810647,16.6253309519784 49.142505418401,16.6252559134888 49.1425199153769,16.6252127607303 49.1425266294337,16.6251854592379 49.1425308475057,16.6251466260985 49.1425356060766,16.6251069379681 49.1425388569449,16.6241129554294 49.1425655484226,16.6238877896811 49.1425582013388,16.6238465209992 49.14256016406,16.6238138614348 49.1425676204451,16.6237908237492 49.1425802804042,16.6237760480681 49.1425955151168,16.6237656225102 49.1426119622705,16.6237574844238 49.1426413245948,16.6237140114944 49.1428796539842,16.6236666249511 49.1430893869047,16.6236277110728 49.14321742961,16.6235989608977 49.1432876174006,16.623567168494 49.1433509870796,16.62353573759 49.143401764783,16.6234786789576 49.1434706359037,16.6234240136676 49.1435326666835,16.6233781029796 49.1435779330251,16.6233340871742 49.1436168754792,16.6232962534294 49.1436467313547,16.6232710024707 49.1436651318062,16.6232422114216 49.1436842675183,16.6232044473664 49.1437059879373,16.6231690654519 49.1437235354641,16.6231322789334 49.1437367143695,16.6230961163511 49.1437461838229,16.6230570840069 49.1437538220204,16.6228612254571 49.1437825025667,16.622780864034 49.1437986653943,16.6227343665779 49.1438105325555,16.6227048983193 49.1438207924247,16.6226356323129 49.1438508014963,16.6225613086631 49.1438842331944,16.6225011139852 49.1439186018995,16.6223563558318 49.1440099264361,16.6222484928097 49.1440772712574,16.6221787529236 49.1441114976321,16.6221004888634 49.1441390422646,16.6220445212385 49.1441519028978,16.6219364735805 49.1441694966736,16.621755191487 49.1441931113671,16.6212103610438 49.1442622198606,16.6211234155494 49.1442737276077,16.6210233622498 49.1442946815466,16.6209358904526 49.1443170961954,16.6208664376473 49.1443390954223,16.6207967473897 49.1443678162335,16.6207186435114 49.1444060262258,16.6206461550194 49.1444412781898,16.6203413883438 49.1445893498887,16.62004811676 49.1447211763524,16.6200000575501 49.1447474670508,16.6199595068884 49.1447747960262,16.6199433957379 49.1447887509084,16.6199153408764 49.1448240108375,16.6198863410693 49.1448149109933,16.6198526123779 49.1448077374458,16.6198189783886 49.1448023343494,16.6197640825371 49.1447979489016,16.6197220792518 49.1447967377709,16.6196278928035 49.1447991208949,16.6194900378463 49.1448069765484,16.619446482087 49.1448058995721,16.6194150416805 49.1448011582354,16.6193784371458 49.1447905156445))","590","30","25"
