wkt,delka,typ
"MULTILINESTRING Z ((16.4603345496119 49.265328582224 0,16.4603195378786 49.2653356427701 0,16.4603013433477 49.2653451880382 0,16.4602802667576 49.2653554303346 0,16.4602576739462 49.2653664680655 0,16.4602334145391 49.265379195076 0,16.4602077892783 49.2653918236729 0,16.4601818632575 49.2654062399562 0,16.4601545713797 49.2654205578247 0,16.4601259136439 49.2654347772773 0,16.4600984713591 49.2654499889783 0,16.4600710290574 49.2654652006727 0,16.4600451029583 49.2654796169252 0,16.4600191768441 49.2654940331717 0,16.4599947669359 49.2655076539776 0,16.4599732390804 49.2655205777549 0,16.459954442903 49.2655336983509 0,16.459954442903 49.2655336983509 0,16.4599301833358 49.2655464252974 0,16.4599101716707 49.2655585536288 0,16.4598903103749 49.2655697881112 0,16.4598734815208 49.2655794317237 0,16.4598596851116 49.2655874844676 0,16.459845888698 49.2655955372099 0,16.459822994919 49.2656083625463 0,16.4598061660386 49.2656180061489 0,16.4597925199888 49.2656251650393 0,16.4597694758007 49.2656388842105 0,16.4597449153701 49.2656533988086 0,16.4597293019246 49.2656640346593 0,16.4597091397798 49.265677056801 0,16.4596980750132 49.265685306354 0,16.4596841281627 49.2656942529222 0,16.4596685146911 49.2657048887645 0,16.4596527508289 49.2657164184499 0,16.459632739027 49.265728546733 0,16.459612276061 49.2657433565482 0,16.4595889309973 49.2657588633735 0,16.4595637689113 49.2657769533136 0,16.4595637689113 49.2657769533136 0,16.4595390579656 49.2657923617127 0,16.4595172290939 49.2658070730946 0,16.4594967660608 49.2658218828892 0,16.459476453403 49.265835798835 0,16.459457506586 49.2658498131945 0,16.4594400759994 49.2658630321234 0,16.4594241616449 49.2658754556223 0,16.4594096131358 49.2658879775368 0,16.4593952150085 49.2658996056046 0,16.4593821827284 49.2659113320886 0,16.459369150442 49.2659230585712 0,16.459357634394 49.2659339896259 0,16.459346268731 49.2659440268346 0,16.4593362689184 49.2659541624608 0,16.4593262691017 49.2659642980862 0,16.4593177855272 49.2659736382848 0,16.4593093019495 49.2659829784828 0,16.4593008183686 49.2659923186801 0,16.4592938510321 49.2660008634512 0,16.4592855178367 49.2660093098026 0,16.459271583151 49.2660263993425 0,16.4592579492399 49.2660417011913 0,16.4592443153204 49.2660570030384 0,16.459230831785 49.2660714110391 0,16.4592161327764 49.2660848267736 0,16.4592012833665 49.2660991363507 0,16.4592012833665 49.2660991363507 0,16.4591853688761 49.2661115598162 0,16.4591693039838 49.266124877124 0,16.4591532390828 49.2661381944297 0,16.4591386904278 49.2661507163095 0,16.4591241417655 49.2661632381874 0,16.4591095930958 49.2661757600636 0,16.4590964102797 49.2661883803593 0,16.4590820119912 49.2662000083875 0,16.4590688291616 49.2662126286801 0,16.4590556463253 49.2662252489711 0,16.459043979741 49.2662370738384 0,16.4590321627544 49.2662497925488 0,16.4590204961588 49.2662616174137 0,16.4590100450234 49.2662744345443 0,16.4589997442801 49.2662863578295 0,16.4589892931342 49.2662991749581 0,16.4589802078471 49.2663120905087 0,16.4589711225551 49.2663250060585 0,16.4589620372585 49.2663379216076 0,16.4589543178223 49.2663509355792 0,16.458946598382 49.2663639495502 0,16.4589400944047 49.2663779557883 0,16.4589337408228 49.2663910681817 0,16.4589272368383 49.266405074419 0,16.4589220987171 49.2664191790795 0,16.4589181760611 49.2664342760076 0,16.4589142534026 49.2664493729356 0,16.4589103307418 49.2664644698633 0,16.4589077739472 49.2664796652147 0,16.4589064326203 49.2664958528339 0,16.4589050912925 49.2665120404531 0,16.458904965434 49.2665292203402 0,16.458904965434 49.2665292203402 0,16.4589019574343 49.2665470972238 0,16.4588987990323 49.2665658679514 0,16.4588970064994 49.2665847371028 0,16.4588938480932 49.2666035078302 0,16.4588906896845 49.2666222785574 0,16.4588860149997 49.2666418447047 0,16.4588827061848 49.2666615092757 0,16.4588780314932 49.2666810754225 0,16.4588745722715 49.2667016338373 0,16.4588698975728 49.2667211999836 0,16.4588650724691 49.2667416599738 0,16.45886009696 49.2667630138078 0,16.4588551214466 49.2667843676415 0,16.4588501459289 49.266805721475 0,16.4588451704069 49.2668270753081 0,16.4588400444785 49.266849322985 0,16.4588349185455 49.2668715706616 0,16.4588296422054 49.2668947121819 0,16.4588243658605 49.2669178537019 0,16.4588175732266 49.2669417906408 0,16.458812146468 49.266965826004 0,16.4588067197041 49.2669898613669 0,16.4588009921284 49.2670156844174 0,16.4587954149502 49.2670406136236 0,16.4587896873627 49.2670664366733 0,16.4587838093654 49.2670931535666 0,16.4587779313617 49.2671198704594 0,16.4587719029474 49.2671474811958 0,16.4587658745264 49.2671750919317 0,16.4587596956941 49.2672035965111 0,16.458754732339 49.2672330933595 0,16.458749618573 49.2672634840514 0,16.458749618573 49.2672634840514 0,16.4587455453921 49.2672794748154 0,16.4587416226138 49.2672945717353 0,16.4587375494278 49.267310562499 0,16.4587349925363 49.2673257578444 0,16.4587310697511 49.2673408547639 0,16.4587271469636 49.2673559516832 0,16.4587247404723 49.2673702531845 0,16.4587209680863 49.2673844562597 0,16.4587185615918 49.2673987577607 0,16.4587147892019 49.2674129608357 0,16.4587123827042 49.2674272623365 0,16.4587086103103 49.2674414654112 0,16.4587063542158 49.2674548730681 0,16.4587039477137 49.2674691745687 0,16.4587016916167 49.2674825822254 0,16.4586992851118 49.2674968837258 0,16.4586970290123 49.2675102913824 0,16.4586946225048 49.2675245928826 0,16.4586937323002 49.2675380989653 0,16.4586913257903 49.2675524004654 0,16.4586902851773 49.2675668003918 0,16.4586893949708 49.2675803064744 0,16.4586883543566 49.2675947064006 0,16.4586871633347 49.2676100001706 0,16.4586861227193 49.2676244000968 0,16.4586862975963 49.2676397922931 0,16.45868525698 49.2676541922192 0,16.4586854318568 49.2676695844153 0,16.4586868222278 49.2676859688816 0,16.4586869971052 49.2677013610777 0,16.4586883874776 49.2677177455438 0,16.4586896274435 49.2677350238536 0,16.4586896274435 49.2677350238536 0,16.45869026578 49.2677558775382 0,16.4586924204288 49.2677759358053 0,16.4586959409839 49.2677960924986 0,16.4586996119494 49.267815355348 0,16.458704799231 49.2678338227796 0,16.4587099865164 49.2678522902109 0,16.4587165397125 49.2678708560679 0,16.4587232433208 49.2678885280808 0,16.4587313128416 49.2679062985191 0,16.4587381668672 49.2679230766872 0,16.4587477527148 49.2679400517062 0,16.4587573385689 49.2679570267244 0,16.4587669244297 49.2679740017416 0,16.4587766607037 49.2679900829143 0,16.4587862465775 49.2680070579299 0,16.4587973487754 49.2680232375259 0,16.4588084509806 49.2680394171208 0,16.458820919105 49.2680556951394 0,16.4588320213252 49.2680718747319 0,16.4588443390598 49.2680890465917 0,16.4588568072086 49.2681053246062 0,16.4588692753655 49.2681216026194 0,16.4588815931255 49.2681387744751 0,16.4588939108939 49.2681559463294 0,16.4589075945864 49.2681732166061 0,16.4589199123725 49.2681903884576 0,16.4589320797626 49.2682084541517 0,16.4589456130785 49.2682266182677 0,16.4589576300827 49.268245577803 0,16.4589696470961 49.2682645373369 0,16.4589816641187 49.2682834968696 0,16.4589947462623 49.2683043425117 0,16.4589947462623 49.2683043425117 0,16.4590168128212 49.268345738524 0,16.4590402453387 49.2683872329541 0,16.4590609460499 49.2684285305353 0,16.4590817971983 49.2684689342684 0,16.4591012824557 49.268509239576 0,16.4591207677447 49.26854954488 0,16.4591404034676 49.2685889563364 0,16.4591586732931 49.2686282693684 0,16.4591769431478 49.2686675823972 0,16.4591938471007 49.2687067970026 0,16.4592122674134 49.2687452161811 0,16.4592293218218 49.2687835369366 0,16.4592462258558 49.2688227515335 0,16.4592632803172 49.2688610722835 0,16.459280334805 49.2688993930307 0,16.4592972389191 49.2689386076195 0,16.45931429346 49.2689769283612 0,16.4593325635671 49.2690162413632 0,16.4593494677625 49.2690554559436 0,16.4593678883259 49.2690938750951 0,16.4593860081195 49.2691340819324 0,16.4594056442857 49.2691734933399 0,16.4594251300844 49.2692137985883 0,16.4594446159149 49.2692541038332 0,16.4594653173265 49.2692954013361 0,16.4594875351193 49.2693359034075 0,16.4595094521531 49.2693781931633 0,16.4595327351756 49.2694205813311 0,16.4595573841903 49.26946306791 0,16.4595818828505 49.2695064483279 0,16.4596075971122 49.2695508210004 0,16.4596358929363 49.2695962843418 0,16.4596358929363 49.2695962843418 0))",527.4864638,regionální
"MULTILINESTRING Z ((16.4532390165938 49.2933238386867 0,16.4534797849884 49.293191917512 0,16.4540409974125 49.2929066751114 0,16.4545035660719 49.2926568423786 0,16.4546895719956 49.2925625884022 0,16.4548294494535 49.2924876273883 0,16.4551160476265 49.2923463401777 0,16.4553267883969 49.292244820774 0,16.4555644882943 49.2920981999956 0,16.4557885446434 49.2919668800968 0,16.4559534213517 49.2918584365383 0))",256.205264,regionální
