0,16.40285,49.10775
1,16.40285,49.11775
2,16.40285,49.12775
3,16.40285,49.13775
4,16.40285,49.14775
5,16.40285,49.15775
6,16.40285,49.16775
7,16.40285,49.17775
8,16.40285,49.18775
9,16.40285,49.19775
10,16.40285,49.20775
11,16.40285,49.21775
12,16.40285,49.22775
13,16.40285,49.23775
14,16.40285,49.24775
15,16.40285,49.25775
16,16.40285,49.26775
17,16.40285,49.27775
18,16.40285,49.28775
19,16.40285,49.29775
20,16.40285,49.30775
21,16.40285,49.31775
22,16.40285,49.32775
23,16.40285,49.33775
24,16.40285,49.34775
25,16.40285,49.35775
26,16.40285,49.36775
27,16.40285,49.37775
28,16.40285,49.38775
29,16.40285,49.39775
30,16.40285,49.40775
31,16.40285,49.41775
32,16.40285,49.42775
33,16.40285,49.43775
34,16.40285,49.44775
35,16.41285,49.10775
36,16.41285,49.11775
37,16.41285,49.12775
38,16.41285,49.13775
39,16.41285,49.14775
40,16.41285,49.15775
41,16.41285,49.16775
42,16.41285,49.17775
43,16.41285,49.18775
44,16.41285,49.19775
45,16.41285,49.20775
46,16.41285,49.21775
47,16.41285,49.22775
48,16.41285,49.23775
49,16.41285,49.24775
50,16.41285,49.25775
51,16.41285,49.26775
52,16.41285,49.27775
53,16.41285,49.28775
54,16.41285,49.29775
55,16.41285,49.30775
56,16.41285,49.31775
57,16.41285,49.32775
58,16.41285,49.33775
59,16.41285,49.34775
60,16.41285,49.35775
61,16.41285,49.36775
62,16.41285,49.37775
63,16.41285,49.38775
64,16.41285,49.39775
65,16.41285,49.40775
66,16.41285,49.41775
67,16.41285,49.42775
68,16.41285,49.43775
69,16.41285,49.44775
70,16.42285,49.10775
71,16.42285,49.11775
72,16.42285,49.12775
73,16.42285,49.13775
74,16.42285,49.14775
75,16.42285,49.15775
76,16.42285,49.16775
77,16.42285,49.17775
78,16.42285,49.18775
79,16.42285,49.19775
80,16.42285,49.20775
81,16.42285,49.21775
82,16.42285,49.22775
83,16.42285,49.23775
84,16.42285,49.24775
85,16.42285,49.25775
86,16.42285,49.26775
87,16.42285,49.27775
88,16.42285,49.28775
89,16.42285,49.29775
90,16.42285,49.30775
91,16.42285,49.31775
92,16.42285,49.32775
93,16.42285,49.33775
94,16.42285,49.34775
95,16.42285,49.35775
96,16.42285,49.36775
97,16.42285,49.37775
98,16.42285,49.38775
99,16.42285,49.39775
100,16.42285,49.40775
101,16.42285,49.41775
102,16.42285,49.42775
103,16.42285,49.43775
104,16.42285,49.44775
105,16.43285,49.10775
106,16.43285,49.11775
107,16.43285,49.12775
108,16.43285,49.13775
109,16.43285,49.14775
110,16.43285,49.15775
111,16.43285,49.16775
112,16.43285,49.17775
113,16.43285,49.18775
114,16.43285,49.19775
115,16.43285,49.20775
116,16.43285,49.21775
117,16.43285,49.22775
118,16.43285,49.23775
119,16.43285,49.24775
120,16.43285,49.25775
121,16.43285,49.26775
122,16.43285,49.27775
123,16.43285,49.28775
124,16.43285,49.29775
125,16.43285,49.30775
126,16.43285,49.31775
127,16.43285,49.32775
128,16.43285,49.33775
129,16.43285,49.34775
130,16.43285,49.35775
131,16.43285,49.36775
132,16.43285,49.37775
133,16.43285,49.38775
134,16.43285,49.39775
135,16.43285,49.40775
136,16.43285,49.41775
137,16.43285,49.42775
138,16.43285,49.43775
139,16.43285,49.44775
140,16.44285,49.10775
141,16.44285,49.11775
142,16.44285,49.12775
143,16.44285,49.13775
144,16.44285,49.14775
145,16.44285,49.15775
146,16.44285,49.16775
147,16.44285,49.17775
148,16.44285,49.18775
149,16.44285,49.19775
150,16.44285,49.20775
151,16.44285,49.21775
152,16.44285,49.22775
153,16.44285,49.23775
154,16.44285,49.24775
155,16.44285,49.25775
156,16.44285,49.26775
157,16.44285,49.27775
158,16.44285,49.28775
159,16.44285,49.29775
160,16.44285,49.30775
161,16.44285,49.31775
162,16.44285,49.32775
163,16.44285,49.33775
164,16.44285,49.34775
165,16.44285,49.35775
166,16.44285,49.36775
167,16.44285,49.37775
168,16.44285,49.38775
169,16.44285,49.39775
170,16.44285,49.40775
171,16.44285,49.41775
172,16.44285,49.42775
173,16.44285,49.43775
174,16.44285,49.44775
175,16.45285,49.10775
176,16.45285,49.11775
177,16.45285,49.12775
178,16.45285,49.13775
179,16.45285,49.14775
180,16.45285,49.15775
181,16.45285,49.16775
182,16.45285,49.17775
183,16.45285,49.18775
184,16.45285,49.19775
185,16.45285,49.20775
186,16.45285,49.21775
187,16.45285,49.22775
188,16.45285,49.23775
189,16.45285,49.24775
190,16.45285,49.25775
191,16.45285,49.26775
192,16.45285,49.27775
193,16.45285,49.28775
194,16.45285,49.29775
195,16.45285,49.30775
196,16.45285,49.31775
197,16.45285,49.32775
198,16.45285,49.33775
199,16.45285,49.34775
200,16.45285,49.35775
201,16.45285,49.36775
202,16.45285,49.37775
203,16.45285,49.38775
204,16.45285,49.39775
205,16.45285,49.40775
206,16.45285,49.41775
207,16.45285,49.42775
208,16.45285,49.43775
209,16.45285,49.44775
210,16.46285,49.10775
211,16.46285,49.11775
212,16.46285,49.12775
213,16.46285,49.13775
214,16.46285,49.14775
215,16.46285,49.15775
216,16.46285,49.16775
217,16.46285,49.17775
218,16.46285,49.18775
219,16.46285,49.19775
220,16.46285,49.20775
